B;608;3883744;10;20160201 01:28;;;16;MAXWELL DR;EGLINTON;2795;899.8;M;20151110;20151127;160000;R1;V;VACANT LAND;;AAT;;0;AK56758;
B;608;1206644;5;20210201 01:04;;;8;MCCARTHY CL;EGLINTON;2795;911;M;20210114;20210128;520000;R1;R;RESIDENCE;;AAT;;0;AQ757026;
B;608;4069740;22;20210201 01:04;;;41;FRASER DR;EGLINTON;2795;956.8;M;20201223;20210127;669000;R1;R;RESIDENCE;;AAT;;0;AQ752439;
B;608;4179093;13;20240401 01:11;;;2 A;DARLING ST;EGLINTON;2795;472.4;M;20240221;20240327;675000;R1;R;RESIDENCE;;AAT;;0;AT937389;
B;608;4002896;32;20170501 01:12;;;13 A;MAXWELL DR;EGLINTON;2795;488.9;M;20170223;20170410;445000;R1;R;RESIDENCE;;AAT;;0;AM324361;
B;608;3984473;36;20170501 01:12;;;18;LEW AVE;EGLINTON;2795;900.1;M;20161223;20170412;155000;R1;V;VACANT LAND;;AAT;;0;AM314408;
B;608;3984474;37;20170501 01:12;;;20;LEW AVE;EGLINTON;2795;900.1;M;20161223;20170412;155000;R1;V;VACANT LAND;;AAT;;0;AM314420;
B;608;3982780;38;20170501 01:12;;;11;MAXWELL DR;EGLINTON;2795;727.7;M;20170322;20170426;480000;R1;R;RESIDENCE;;AAT;;0;AM329446;
B;608;3887990;22;20230501 01:23;;;3;KELLAHAN ST;EGLINTON;2795;901.2;M;20230405;20230421;695000;R1;R;RESIDENCE;;AAT;;0;AT26970;
B;608;1212007;4;20240701 01:32;;;107;TAYLOR ST;EGLINTON;2795;920.8;M;20240506;20240621;610000;R1;R;RESIDENCE;;AAT;;0;AU175700;
B;608;1212774;6;20240701 01:32;;;373;ELEVEN MILE DR;EGLINTON;2795;4046;M;20240416;20240624;1235000;RU4;R;RESIDENCE;;RRP;;0;AU180491;
B;608;4552989;12;20240701 01:33;;;46;LOGAN ST;EGLINTON;2795;949.8;M;20240418;20240621;250000;R1;V;VACANT LAND;;AAT;;0;AU174335;
B;608;4552991;13;20240701 01:33;;;52;LOGAN ST;EGLINTON;2795;1062;M;20240418;20240621;440000;R1;V;VACANT LAND;;AAT;;0;AU174333;
B;608;4553000;14;20240701 01:33;;;5;ATKINS DR;EGLINTON;2795;1223;M;20240510;20240624;435000;R1;V;VACANT LAND;;AAT;;0;AU182591;
B;608;4553005;15;20240701 01:33;;;13;JARDINE DR;EGLINTON;2795;1017;M;20240418;20240621;440000;R1;R;RESIDENCE;;AAT;;0;AU174331;
B;608;4553010;16;20240701 01:33;;;62;LOGAN ST;EGLINTON;2795;960.8;M;20240418;20240621;399000;R1;V;VACANT LAND;;AAT;;0;AU174336;
B;608;4190705;11;20220801 01:34;;;40 B;HAMILTON ST;EGLINTON;2795;700.4;M;20220606;20220725;775000;R1;R;RESIDENCE;;AAT;;0;AS334672;
B;608;4350361;19;20220801 01:34;;;42;LEW AVE;EGLINTON;2795;473.3;M;20220602;20220728;769000;R1;R;RESIDENCE;;AAT;;0;AS343985;
B;608;6012167;7;20250901 01:12;;;5;PEARD CL;EGLINTON;2795;508.1;M;20250422;20250827;660000;R1;R;RESIDENCE;;AAT;;;AV368006;
B;608;1211952;10;20181001 01:30;;;23;PARRAWEENA PL;EGLINTON;2795;900;M;20180817;20180921;479000;R1;R;RESIDENCE;;AAT;;0;AN728222;
B;608;4151480;16;20181001 01:30;;;33;MAXWELL DR;EGLINTON;2795;964.1;M;20180215;20180925;230000;;V;VACANT LAND;;;;0;AN735074;
B;608;4090046;21;20181001 01:30;;;44;HAMILTON ST;EGLINTON;2795;1001;M;20180905;20180926;195000;R1;V;VACANT LAND;;AAT;;0;AN740227;
B;608;4133744;22;20181001 01:30;;;42;DURAMANA RD;EGLINTON;2795;900;M;20170731;20180926;166000;R1;V;VACANT LAND;;AAT;;0;AN740218;
B;608;4133750;23;20181001 01:30;;;3;AUSTIN PL;EGLINTON;2795;947.1;M;20180827;20180921;183000;R1;V;VACANT LAND;;AAT;;0;AN727315;
B;608;4134253;24;20181001 01:30;;;47;MAXWELL DR;EGLINTON;2795;950.5;M;20180823;20180927;175000;R1;V;VACANT LAND;;AAT;;0;AN743363;
B;608;1211903;5;20211101 04:11;;;3;OATES PL;EGLINTON;2795;948.9;M;20210917;20211022;595000;R1;R;RESIDENCE;;AAT;;0;AR546961;
B;608;1211528;21;20211101 04:11;;;4;ALEXANDER ST;EGLINTON;2795;1949;M;20211007;20211027;600000;R1;R;RESIDENCE;;AAT;;0;AR558104;
