B;152;2824041;249;20010822 12:17;;;;MCCLELLANDS RD LOT 1;LOWER BUCCA;2450;10.19;H;20010206;20010306;157500;R;3;MACHINERY SHED;;RE;RF;;7475390;
B;152;1708737;179;20020502 11:05;;;55;MCCELLANDS RD;LOWER BUCCA;2450;2;H;20020205;20020312;245000;R;R;RESIDENCE;;RD;RR;;8451923;
B;152;1710913;161;20020301 13:05;;;15 C;MCCLELLANDS RD;LOWER BUCCA;2450;2;H;20010810;20011126;223000;R;R;RESIDENCE;;RD;;;8274775;
B;152;3126219;105;20041019 08:34;;;864;MCCLELLANDS RD;LOWER BUCCA;2450;81.23;H;20040606;20040612;160000;;R;RESIDENCE;;;;0;AA787186;
B;152;3126219;25;20070216 01:16;;;864;MCCLELLANDS RD;LOWER BUCCA;2450;81.23;H;20061221;20070119;900000;R;V;VACANT LAND;;RF;;0;AC910152;
