B;251;3497848;1;20100125 02:51;;;;PART MERRINONG;TRANGLE;2823;1270.8;H;20081224;20090324;1509000;;V;VACANT LAND;;;;0;AE793117;
B;251;3497848;2;20100125 02:51;;;;PART MERRINONG;TRANGLE;2823;1270.8;H;20081224;20090324;372600;;3;VACANT LAND PARTS,MU;;;;0;AE793118;
