B;608;3220283;69;20051216 01:24;;;;DICKS & MCLEANS CREEK;FITZGERALD VALLEY;2795;2.63;H;20020213;20051020;5200;;V;VACANT LAND;;;;0;4474564;
B;608;3220283;52;20060201 01:27;;;;DICKS & MCLEANS CREEK;FITZGERALD VALLEY;2795;2.63;H;20020213;20051020;5200;;V;VACANT LAND;;;;0;4474564;
B;608;3284653;38;20061201 01:22;;;LOT27;DP 1076130;FITZGERALD VALLEY;2795;8416;M;20010810;20061019;2750;;V;VACANT LAND;;;;0;4502683;
