B;082;637641;30;20030217 09:25;;;4;DEBORAH CL;MT COLAH;2079;1416;M;20020511;20020607;410000;A;R;RESIDENCE;;EE;;;9229714;
B;082;644957;50;20030217 09:25;;;7;GREENMOUNT WAY;MT COLAH;2079;253;M;20021217;20030110;403000;A;R;RESIDENCE;;EP;;;9368321;
B;082;653231;67;20030217 09:25;;;16;LIVINGSTONE PL;MT COLAH;2079;791.9;M;20021218;20030130;541525;A;R;RESIDENCE;;EP;;;9354407;
B;082;657730;77;20030217 09:25;;;5;MURRALONG RD;MT COLAH;2079;790.4;M;20021122;20030121;431000;A;R;RESIDENCE;;EP;;;9332122;
B;082;658048;78;20030217 09:25;;1;55;MYALL RD;MT COLAH;2079;;;20021208;20030206;465000;;R;RESIDENCE;1;;;;9362833;
B;082;659916;86;20030217 09:25;;;39;NORTHUMBERLAND AVE;MT COLAH;2079;;;20021205;20030116;425000;A;R;RESIDENCE;;EP;;;9338300;
B;082;661687;93;20030217 09:25;;;79;OXLEY DR;MT COLAH;2079;690.2;M;20030106;20030130;455000;A;R;RESIDENCE;;EP;;;9339040;
B;082;665323;101;20030217 09:25;;14;10;PLAYFAIR RD;MT COLAH;2079;;;20021109;20030130;400000;;R;RESIDENCE;14;;;;9349840;
B;082;625950;1;20030303 12:16;;;7;ARTHURS CIR;MT COLAH;2079;1121;M;20030203;20030213;550000;A;R;RESIDENCE;;EP;;;9396898;
B;082;625967;2;20030303 12:16;;;54;ARTHURS CIR;MT COLAH;2079;750.1;M;20030109;20030211;515000;A;R;RESIDENCE;;EP;;;9385052;
B;082;641505;19;20030303 12:16;;;51;EXCELSIOR RD;MT COLAH;2079;992.7;M;20030117;20030225;433000;A;R;RESIDENCE;;EP;;;9409445;
B;082;641553;20;20030303 12:16;;;84 C;EXCELSIOR RD;MT COLAH;2079;452.8;M;20021114;20021224;442000;A;R;RESIDENCE;;EP;;;9388370;
B;082;663636;42;20030303 12:16;;;46 A;PARKLANDS RD;MT COLAH;2079;427.8;M;20021126;20030218;455000;A;R;RESIDENCE;;EP;;;9389869;
B;082;625271;11;20030204 12:17;;;34;AMAROO AVE;MT COLAH;2079;3074;M;20020809;20030110;1200000;A;R;RESIDENCE;;EP;;;9325745;
B;082;626919;18;20030204 12:17;;;39;BANYULA PL;MT COLAH;2079;450.9;M;20021111;20021211;461500;A;R;RESIDENCE;;EP;;;9252379;
B;082;627267;21;20030204 12:17;;;19;BASS PL;MT COLAH;2079;1157;M;20020822;20020822;275000;A;R;RESIDENCE;;EP;;;9285009;
B;082;628345;34;20030204 12:17;;;18;BELMONT PDE;MT COLAH;2079;1020;M;20020420;20020705;440000;A;R;RESIDENCE;;EP;;;9225287;
B;082;628882;38;20030204 12:17;;;41;BERYL AVE;MT COLAH;2079;929.5;M;20021109;20021220;441500;A;R;RESIDENCE;;EP;;;9262329;
B;082;628947;39;20030204 12:17;;;18;BERYL AVE;MT COLAH;2079;440.6;M;20021209;20030115;456000;A;R;RESIDENCE;;EP;;;9313851;
B;082;632582;62;20030204 12:17;;;12;CAMELOT CL;MT COLAH;2079;750.9;M;20021220;20021220;340000;A;R;RESIDENCE;;EP;;;9262577;
B;082;649386;161;20030204 12:18;;;11;JANITA CRES;MT COLAH;2079;1315;M;20020928;20021108;529000;A;R;RESIDENCE;;EP;;;9121656;
B;082;650041;163;20030204 12:18;;;3;JUDITH AVE;MT COLAH;2079;758.8;M;20021122;20030110;405000;A;R;RESIDENCE;;EP;;;9289262;
B;082;658011;206;20030204 12:18;;;1 C;BERRY PARK WAY;MT COLAH;2079;233.1;M;20030107;20030107;440000;A;R;RESIDENCE;;EP;;;9321879;
B;082;659938;213;20030204 12:18;;;44;NORTHUMBERLAND AVE;MT COLAH;2079;;;20021204;20030110;455000;A;R;RESIDENCE;;EP;;;9307070;
B;082;662508;230;20030204 12:18;;;577;PACIFIC HWY;MT COLAH;2079;6469;M;20021005;20021202;692000;A;R;RESIDENCE;;EP;;;9221241;
B;082;663650;241;20030204 12:18;;;76;PARKLANDS RD;MT COLAH;2079;904.2;M;20021030;20021213;400000;A;R;RESIDENCE;;EP;;;9271752;
B;082;665323;250;20030204 12:18;;11;10;PLAYFAIR RD;MT COLAH;2079;;;20021128;20021220;430000;;R;RESIDENCE;11;;;;9281393;
B;082;670755;287;20030204 12:18;;;43;SPRIGG PL;MT COLAH;2079;1530;M;20021030;20021220;627500;A;R;RESIDENCE;;EP;;;9273536;
B;082;625516;7;20030716 11:38;;;5;ANNABELLE PL;MT COLAH;2079;746.1;M;20030507;20030618;410000;A;R;RESIDENCE;;EP;;0;9750664;
B;082;657750;92;20030716 11:38;;;37;MURRALONG RD;MT COLAH;2079;1201;M;20030505;20030702;465000;A;R;RESIDENCE;;EP;;0;9752450;
B;082;668619;123;20030716 11:38;;;32;RUPERT ST;MT COLAH;2079;636.6;M;20030521;20030702;467000;A;R;RESIDENCE;;EE;;0;9776069;
B;082;668623;124;20030716 11:38;;;36;RUPERT ST;MT COLAH;2079;847.3;M;20030402;20030606;532000;A;R;RESIDENCE;;EE;;0;9719778;
B;082;671412;132;20030716 11:38;;;6;STURT PL;MT COLAH;2079;740.3;M;20030301;20030606;610000;A;R;RESIDENCE;;EP;;0;9781383;
B;082;625144;9;20030801 12:10;;2;28;ALLAWAH CL;MT COLAH;2079;;;20030513;20030708;461500;;R;RESIDENCE;2;;;0;9823802;
B;082;636355;39;20030801 12:10;;;10;COWAN RD;MT COLAH;2079;653.4;M;20030526;20030707;570000;A;R;RESIDENCE;;EP;;0;9790585;
B;082;653824;80;20030801 12:10;;;41;LORD ST;MT COLAH;2079;1265;M;20030428;20030704;550021;A;R;RESIDENCE;;EE;;0;9812656;
B;082;659663;92;20030801 12:10;;;6;NORTH ST;MT COLAH;2079;700;M;20030523;20030523;300000;A;V;VACANT LAND;;EP;;0;9806392;
B;082;636357;19;20030619 14:20;;;14;COWAN RD;MT COLAH;2079;962.7;M;20030501;20030501;286667;A;R;RESIDENCE;;EP;;0;9659010;
B;082;641569;36;20030619 14:20;;;56;EXCELSIOR RD;MT COLAH;2079;1518;M;20030404;20030516;449000;A;R;RESIDENCE;;EP;;0;9643493;
B;082;650044;58;20030619 14:21;;;9;JUDITH AVE;MT COLAH;2079;1012;M;20030214;20030328;414000;A;R;RESIDENCE;;EP;;0;9623218;
B;082;659669;94;20030619 14:21;;2;7;NORTH ST;MT COLAH;2079;;;20030307;20030428;446000;;R;RESIDENCE;2;;;0;9647964;
B;082;662560;104;20030619 14:21;;;661;PACIFIC HWY;MT COLAH;2079;690.1;M;20030428;20030528;440000;A;R;RESIDENCE;;EP;;0;9672230;
B;082;663623;105;20030619 14:21;;;20;PARKLANDS RD;MT COLAH;2079;1024;M;20030113;20030328;505000;A;R;RESIDENCE;;EP;;0;9557166;
B;082;663653;106;20030619 14:21;;;82;PARKLANDS RD;MT COLAH;2079;942.2;M;20030428;20030602;432000;A;R;RESIDENCE;;EP;;0;9676392;
B;082;675743;139;20030619 14:21;;;2;WEROMBI RD;MT COLAH;2079;1052;M;20030328;20030502;440000;A;R;RESIDENCE;;EP;;0;9584340;
B;082;2993973;167;20030619 14:21;;;11 A;MURRALONG RD;MT COLAH;2079;645.4;M;20030318;20030424;560000;;R;RESIDENCE;;;;0;9637227;
B;082;625261;5;20030701 14:17;;;29;AMAROO AVE;MT COLAH;2079;822;M;20030506;20030617;455000;A;R;RESIDENCE;;EP;;0;9719002;
B;082;625275;6;20030701 14:17;;;26 A;AMAROO AVE;MT COLAH;2079;1075;M;20030412;20030522;477500;A;R;RESIDENCE;;EP;;0;9705521;
B;082;628897;15;20030701 14:17;;;71;BERYL AVE;MT COLAH;2079;709.5;M;20030413;20030602;560000;A;R;RESIDENCE;;EP;;0;9682787;
B;082;633120;28;20030701 14:17;;;24;CARINYA RD;MT COLAH;2079;746.1;M;20030403;20030515;519500;A;R;RESIDENCE;;EP;;0;9690360;
B;082;646955;66;20030701 14:17;;;5;HEANEY CL;MT COLAH;2079;1381;M;20030424;20030605;495000;A;R;RESIDENCE;;EP;;0;9701962;
B;082;650047;74;20030701 14:17;;;6;JUDITH AVE;MT COLAH;2079;739.8;M;20020512;20020623;585000;A;R;RESIDENCE;;EP;;0;9730604;
B;082;662492;105;20030701 14:17;;;553;PACIFIC HWY;MT COLAH;2079;494.2;M;20030423;20030604;450000;A;R;RESIDENCE;;EE;;0;9700076;
B;082;662792;106;20030701 14:17;;;540;PACIFIC HWY;MT COLAH;2079;412.4;M;20030430;20030611;405000;A;R;RESIDENCE;;EP;;0;9726200;
B;082;663685;114;20030701 14:17;;;1;SHANNON RD;MT COLAH;2079;589.8;M;20030401;20030528;307500;A;R;RESIDENCE;;EP;;0;9682265;
B;082;671413;135;20030701 14:17;;;4;STURT PL;MT COLAH;2079;740.3;M;20030404;20030620;609800;A;R;RESIDENCE;;EP;;0;9716439;
B;082;676243;146;20030701 14:17;;;38;WILLARONG RD;MT COLAH;2079;720.8;M;20030414;20030526;455000;A;R;RESIDENCE;;EE;;0;9688864;
B;082;626903;7;20030317 13:48;;;9;BANYULA PL;MT COLAH;2079;457.2;M;20030115;20030226;375000;A;R;RESIDENCE;;EP;;;9426847;
B;082;626930;8;20030317 13:48;;;8;BANYULA PL;MT COLAH;2079;854.1;M;20030120;20030226;495000;A;R;RESIDENCE;;EP;;;9422128;
B;082;629725;14;20030317 13:48;;;6;BOLTON AVE;MT COLAH;2079;896.5;M;20021109;20030107;408000;A;R;RESIDENCE;;EP;;;9421362;
B;082;641491;49;20030317 13:49;;;23;EXCELSIOR RD;MT COLAH;2079;990.3;M;20021220;20030228;535000;A;R;RESIDENCE;;EP;;;9428800;
B;082;642758;53;20030317 13:49;;;25;FOXGLOVE RD;MT COLAH;2079;690.5;M;20020628;20020814;483000;A;R;RESIDENCE;;EP;;;9141412;
B;082;642774;54;20030317 13:49;;;6;FOXGLOVE RD;MT COLAH;2079;3650;M;20021016;20021107;360000;A;R;RESIDENCE;;EP;;;9117877;
B;082;649629;69;20030317 13:49;;;5;JERSEY ST;MT COLAH;2079;737.3;M;20030114;20030225;411000;A;R;RESIDENCE;;EE;;;9432917;
B;082;650050;71;20030317 13:49;;;2 A;JUDITH AVE;MT COLAH;2079;1462;M;20021219;20030303;375000;A;R;RESIDENCE;;EP;;;9442586;
B;082;658616;95;20030317 13:49;;;32;NERIDAH AVE;MT COLAH;2079;885.2;M;20020304;20020415;406000;A;R;RESIDENCE;;EP;;;9447482;
B;082;661757;103;20030317 13:49;;;65;OXLEY DR;MT COLAH;2079;804.6;M;20010802;20010830;275000;A;V;VACANT LAND;;EP;;;7905955;
B;082;662517;104;20030317 13:49;;;591 A;PACIFIC HWY;MT COLAH;2079;3422;M;20021219;20030303;500000;A;R;RESIDENCE;;EP;;;9442498;
B;082;663627;107;20030317 13:49;;;28;PARKLANDS RD;MT COLAH;2079;1018;M;20021127;20030115;480000;A;R;RESIDENCE;;EP;;;9427009;
B;082;625991;7;20030619 08:59;;;8;ARTHURS CIR;MT COLAH;2079;856.1;M;20020328;20020509;472000;A;R;RESIDENCE;;EP;;0;9461371;
B;082;632069;26;20030619 08:59;;;7;BURRA CL;MT COLAH;2079;758.8;M;20021127;20021216;495000;A;R;RESIDENCE;;EP;;0;9244752;
B;082;644417;65;20030619 09:00;;;8;GLORIA CL;MT COLAH;2079;760;M;20030205;20030319;440000;A;R;RESIDENCE;;EP;;0;9479876;
B;082;646968;69;20030619 09:00;;;20;HEANEY CL;MT COLAH;2079;743.6;M;20021029;20021210;475000;A;R;RESIDENCE;;EP;;0;9226780;
B;082;650139;79;20030619 09:00;;;15;KALANG RD;MT COLAH;2079;822;M;20020611;20020801;450000;A;R;RESIDENCE;;EE;;0;9234891;
B;082;662501;117;20030619 09:00;;;565;PACIFIC HWY;MT COLAH;2079;701.9;M;20020325;20020506;418000;A;R;RESIDENCE;;EE;;0;9253607;
B;082;668631;138;20030619 09:00;;;27;RUPERT ST;MT COLAH;2079;803;M;20021018;20021129;475000;A;R;RESIDENCE;;EE;;0;9252641;
B;082;668633;139;20030619 09:00;;;23;RUPERT ST;MT COLAH;2079;796.7;M;20021024;20021220;450000;A;R;RESIDENCE;;EE;;0;9267667;
B;082;625975;10;20030516 10:21;;;38;ARTHURS CIR;MT COLAH;2079;710.1;M;20030213;20030415;448000;A;R;RESIDENCE;;EP;;;9563076;
B;082;628353;13;20030516 10:21;;;42;BELMONT PDE;MT COLAH;2079;;;20030326;20030430;460000;;R;RESIDENCE;1;;;;9593432;
B;082;629725;18;20030516 10:21;;;6;BOLTON AVE;MT COLAH;2079;896.5;M;20030218;20030320;421099;A;R;RESIDENCE;;EP;;;9595812;
B;082;644411;44;20030516 10:21;;;5;GLORIA CL;MT COLAH;2079;740.5;M;20030216;20030424;455555;A;R;RESIDENCE;;EP;;;9566656;
B;082;651899;73;20030516 10:21;;;38 A;KURING-GAI CHASE RD;MT COLAH;2079;611.3;M;20030317;20030430;375000;A;R;RESIDENCE;;EP;;;9588901;
B;082;652024;74;20030516 10:21;;;7;LADY ST;MT COLAH;2079;701.9;M;20030307;20030417;472000;A;R;RESIDENCE;;EE;;;9556722;
B;082;659668;88;20030516 10:21;;;5;NORTH ST;MT COLAH;2079;822;M;20030318;20030424;395000;A;R;RESIDENCE;;EP;;;9601949;
B;082;661750;101;20030516 10:21;;;51;OXLEY DR;MT COLAH;2079;770.4;M;20030307;20030423;419900;A;R;RESIDENCE;;EP;;;9575616;
B;082;663696;111;20030516 10:21;;;47;PARKLANDS RD;MT COLAH;2079;1410;M;20021203;20021203;500000;A;R;RESIDENCE;;EP;;;9493557;
B;082;668609;124;20030516 10:21;;1;22;RUPERT ST;MT COLAH;2079;;;20030318;20030429;455000;;R;RESIDENCE;1;;;;9577679;
B;082;629082;19;20030620 11:11;;;15;BIMBIL AVE;MT COLAH;2079;739.8;M;20030404;20030508;350000;A;R;RESIDENCE;;EP;;0;9614524;
B;082;646962;75;20030620 11:11;;;21;HEANEY CL;MT COLAH;2079;752.3;M;20021217;20030130;450000;A;R;RESIDENCE;;EP;;0;9471373;
B;082;662515;145;20030620 11:11;;;589;PACIFIC HWY;MT COLAH;2079;2.063;H;20021219;20030303;1475000;A;R;RESIDENCE;;EP;;0;9442540;
B;082;662516;146;20030620 11:11;;;591;PACIFIC HWY;MT COLAH;2079;2062;M;20021219;20030303;450000;A;R;RESIDENCE;;EP;;0;9442565;
B;082;662518;147;20030620 11:11;;;593;PACIFIC HWY;MT COLAH;2079;2118;M;20021219;20030303;450000;B;R;RESIDENCE;;CP;;0;9442541;
B;082;2967895;235;20030620 11:12;;;15;VARNA ST;MT COLAH;2079;1037;M;20030419;20030527;337500;A;V;VACANT LAND;;EE;;0;9652983;
B;082;636373;38;20030916 09:40;;;46;COWAN RD;MT COLAH;2079;505.1;M;20030730;20030829;475000;A;R;RESIDENCE;;EP;;0;9936414;
B;082;641499;47;20030916 09:40;;;41;EXCELSIOR RD;MT COLAH;2079;1182;M;20030801;20030901;595000;A;R;RESIDENCE;;EP;;0;9943723;
B;082;652014;71;20030916 09:40;;;27;LADY ST;MT COLAH;2079;797.1;M;20030726;20030828;476000;A;R;RESIDENCE;;EE;;0;9960223;
B;082;653229;75;20030916 09:40;;;20;LIVINGSTONE PL;MT COLAH;2079;;;20030815;20030815;325000;A;R;RESIDENCE;;EP;;0;9920210;
B;082;659675;89;20030916 09:40;;;15 A;NORTH ST;MT COLAH;2079;530.5;M;20030718;20030829;515000;A;R;RESIDENCE;;EP;;0;9923967;
B;082;662473;96;20030916 09:40;;1;519;PACIFIC HWY;MT COLAH;2079;;;20030707;20030826;180000;;R;RESIDENCE;1;;;0;9929850;
B;082;671415;118;20030916 09:40;;;1 A;SUE PL;MT COLAH;2079;462.5;M;20030620;20030821;442500;A;R;RESIDENCE;;EP;;0;9924153;
B;082;641641;44;20031002 11:03;;;14;EYRE PL;MT COLAH;2079;742.9;M;20030204;20030409;455000;A;R;RESIDENCE;;EP;;0;9955832;
B;082;652205;64;20031002 11:03;;;37 A;LANDRA AVE;MT COLAH;2079;753.9;M;20030722;20030902;482000;A;R;RESIDENCE;;EP;;0;9965452;
B;082;659953;79;20031002 11:03;;;14;NORTHUMBERLAND AVE;MT COLAH;2079;;;20030804;20030912;493000;A;R;RESIDENCE;;EP;;0;9983384;
B;082;;;;;;28;LIVINGSTONE PL;MT COLAH;2079;912;M;19901110;19901110;95000;;R;RESIDENCE;;;;;
B;082;653225;;;;;LOT 211;LIVINGSTONE PL;MT COLAH;0;912.6;M;19901110;19901110;95000;A;R;RESIDENCE;;;;;
B;082;;;;;;23;LORD ST;MT COLAH;2079;1185;M;19900712;19900712;180000;;R;RESIDENCE;;;;;
B;082;;;;;;3;MADELEINE CT;MT COLAH;2079;815;M;19900709;19900709;275000;;R;RESIDENCE;;;;;
B;082;;;;;;4S;MADELEINE CT;MT COLAH;2079;751;M;19901101;19901101;105000;;R;RESIDENCE;;;;;
B;082;;;;;;4;MERLIN CL;MT COLAH;2079;727;M;19900518;19900518;175000;;R;RESIDENCE;;;;;
B;082;;;;;;18;MURRALONG RD;MT COLAH;2079;575;M;19900913;19900913;150000;;R;RESIDENCE;;;;;
B;082;;;;;;19;MURRALONG RD;MT COLAH;2079;1296;M;19900305;19900305;170000;;R;RESIDENCE;;;;;
B;082;;;;;;21;MURRALONG RD;MT COLAH;2079;1397;M;19900301;19900301;153000;;R;RESIDENCE;;;;;
B;082;;;;;;39;MYALL RD;MT COLAH;2079;866;M;19900328;19900328;58000;;R;RESIDENCE;;;;;
B;082;;;;;;8;NARRABURRA CL;MT COLAH;2079;720;M;19901126;19901126;205000;;R;RESIDENCE;;;;;
B;082;;;;;1;1;NERIDAH AVE;MT COLAH;2079;0;M;19900810;19900810;230000;;R;RESIDENCE;;;;;
B;082;;;;;;24;NERIDAH AVE;MT COLAH;2079;1231;M;19901221;19901221;165000;;R;RESIDENCE;;;;;
B;082;;;;;;26;NERIDAH AVE;MT COLAH;2079;1189;M;19900621;19900621;135000;;R;RESIDENCE;;;;;
B;082;;;;;;39;NERIDAH AVE;MT COLAH;2079;850;M;19901105;19901105;203000;;R;RESIDENCE;;;;;
B;082;;;;;;54;OXLEY DR;MT COLAH;2079;792;M;19900504;19900504;398500;;R;RESIDENCE;;;;;
B;082;;;;;;57;OXLEY DR;MT COLAH;2079;864;M;19900216;19900216;212000;;R;RESIDENCE;;;;;
B;082;;;;;;79;OXLEY DR;MT COLAH;2079;690;M;19900615;19900615;180000;;R;RESIDENCE;;;;;
B;082;;;;;;492;PACIFIC HWY;MT COLAH;2079;1094;M;19900222;19900222;140000;;R;RESIDENCE;;;;;
B;082;;;;;;506;PACIFIC HWY;MT COLAH;2079;803;M;19900223;19900223;140000;;R;RESIDENCE;;;;;
B;082;;;;;;507;PACIFIC HWY;MT COLAH;2079;699;M;19900509;19900509;140000;;R;RESIDENCE;;;;;
B;082;;;;;;509;PACIFIC HWY;MT COLAH;2079;674;M;19900831;19900831;97500;;R;RESIDENCE;;;;;
B;082;;;;;;518;PACIFIC HWY;MT COLAH;2077;1738;M;19900804;19900804;120000;;R;RESIDENCE;;;;;
B;082;;;;;;559;PACIFIC HWY;MT COLAH;2079;897;M;19900701;19900701;80000;;R;RESIDENCE;;;;;
B;082;;;;;;573;PACIFIC HWY;MT COLAH;2079;588;M;19901119;19901119;160000;;R;RESIDENCE;;;;;
B;082;;;;;;607;PACIFIC HWY;MT COLAH;2079;0;M;19900207;19900207;147500;;R;RESIDENCE;;;;;
B;082;;;;;;625;PACIFIC HWY;MT COLAH;2079;1012;M;19900529;19900529;153000;;R;RESIDENCE;;;;;
B;082;;;;;;645A;PACIFIC HWY;MT COLAH;2079;1361;M;19900423;19900423;165000;;R;RESIDENCE;;;;;
B;082;662554;;;;;649;PACIFIC HWY;MT COLAH;2079;3135;M;19901010;19901010;50000;A;R;RESIDENCE;;;;;
B;082;;;;;;10;PARKLANDS RD;MT COLAH;2079;1176;M;19900501;19900501;193000;;R;RESIDENCE;;;;;
B;082;;;;;;22;PARKLANDS RD;MT COLAH;2079;1018;M;19900813;19900813;157500;;R;RESIDENCE;;;;;
B;082;;;;;;31;PARKLANDS RD;MT COLAH;2079;1518;M;19901127;19901127;185000;;R;RESIDENCE;;;;;
B;082;;;;;;43;PARKLANDS RD;MT COLAH;2079;1492;M;19900219;19900219;188000;;R;RESIDENCE;;;;;
B;082;;;;;;55A;PARKLANDS RD;MT COLAH;2079;1199;M;19900530;19900530;201000;;R;RESIDENCE;;;;;
B;082;643941;;;;;;GARETH CL;MT COLAH;0;783.5;M;19900316;19900316;119750;A;R;RESIDENCE;;;;;
B;082;643946;;;;;;GARETH CL;MT COLAH;0;756.4;M;19900411;19900411;119000;A;R;RESIDENCE;;;;;
B;082;643942;;;;;;GARETH CL;MT COLAH;0;769.9;M;19900809;19900809;110250;A;R;RESIDENCE;;;;;
B;082;;;;;;8;GRAY ST;MT COLAH;2079;644;M;19900615;19900615;92000;;R;RESIDENCE;;;;;
B;082;;;;;;;GREY GUM RD;MT COLAH;0;1717;M;19900507;19900507;111000;A;R;RESIDENCE;;;;;
B;082;;;;;;;GREY GUM RD;MT COLAH;0;1166;M;19901113;19901113;117500;A;R;RESIDENCE;;;;;
B;082;;;;;;25;HEANEY CL;MT COLAH;2079;1228;M;19900112;19900112;196000;;R;RESIDENCE;;;;;
B;082;;;;;;15;HUME PL;MT COLAH;2079;913;M;19900719;19900719;75000;;R;RESIDENCE;;;;;
B;082;;;;;;26;HUME PL;MT COLAH;2079;754;M;19901011;19901011;105000;;R;RESIDENCE;;;;;
B;082;;;;;;7;HUME PL;MT COLAH;2079;740;M;19900803;19900803;177650;;R;RESIDENCE;;;;;
B;082;;;;;;15;JANITA CRES;MT COLAH;2079;1341;M;19901101;19901101;170000;;R;RESIDENCE;;;;;
B;082;;;;;;4;JORDAN CL;MT COLAH;2079;713;M;19901128;19901128;187000;;R;RESIDENCE;;;;;
B;082;;;;;;50;KU-RING-GAI CHASE RD;MT COLAH;2079;1208;M;19900216;19900216;196000;;R;RESIDENCE;;;;;
B;082;;;;;;26;LADY ST;MT COLAH;2079;749;M;19900706;19900706;163000;;R;RESIDENCE;;;;;
B;082;;;;;;31;LANDRA AVE;MT COLAH;2079;703;M;19900308;19900308;258500;;R;RESIDENCE;;;;;
B;082;;;;;;39A;LANDRA AVE;MT COLAH;2079;904;M;19901207;19901207;257500;;R;RESIDENCE;;;;;
B;082;;;;;;54;LANDRA AVE;MT COLAH;2079;714;M;19901019;19901019;156000;;R;RESIDENCE;;;;;
B;082;;;;;;7;LANDRA AVE;MT COLAH;2079;466;M;19900227;19900227;207000;;R;RESIDENCE;;;;;
