B;205;2918733;101;20020816 15:02;;;;;GLEBE POINT;2037;;;20020305;20020718;700000;;R;RESIDENCE;11;;;;8806600;
B;205;2918733;102;20020816 15:02;;;;;GLEBE POINT;2037;;;20010112;20020708;800000;;R;RESIDENCE;12;;;;8806601;
B;205;2918733;103;20020816 15:02;;;;;GLEBE POINT;2037;;;19980821;20020620;550000;;R;RESIDENCE;13;;;;8816480;
B;205;2918733;104;20020816 15:02;;;;;GLEBE POINT;2037;;;20020709;20020802;1085000;;R;RESIDENCE;15;;;;8833375;
B;205;2918733;105;20020816 15:02;;;;;GLEBE POINT;2037;;;20010112;20020708;910000;;R;RESIDENCE;16;;;;8806602;
B;205;2918733;106;20020816 15:02;;;;;GLEBE POINT;2037;;;19980110;20020620;900000;;R;RESIDENCE;18;;;;8834889;
B;205;2918733;85;20020902 14:59;;;;;GLEBE POINT;2037;;;19980916;20020614;1335000;;R;RESIDENCE;17;;;;8893415;
B;205;2918733;86;20020902 14:59;;;;;GLEBE POINT;2037;;;19980916;20020614;1335000;;R;RESIDENCE;20;;;;8893415;
B;205;2918733;108;20020716 15:29;;;;;GLEBE POINT;2037;;;19980825;20020624;695000;;R;RESIDENCE;1;;;;8723006;
B;205;2918733;109;20020716 15:29;;;;;GLEBE POINT;2037;;;19980914;20020627;495000;;R;RESIDENCE;14;;;;8732772;
B;205;2918733;110;20020716 15:29;;;;;GLEBE POINT;2037;;;19980831;20020628;750000;;R;RESIDENCE;15;;;;8760055;
B;205;2918733;111;20020716 15:29;;;;;GLEBE POINT;2037;;;19980110;20020620;887000;;R;RESIDENCE;19;;;;8743412;
B;205;2918733;112;20020716 15:29;;;;;GLEBE POINT;2037;;;20011214;20020621;33000;;3;CAR SPACE;24;;;;8738085;
B;205;2918733;113;20020716 15:29;;;;;GLEBE POINT;2037;;;20011214;20020621;33000;;3;CAR SPACE;25;;;;8738085;
B;205;2918733;102;20020801 14:18;;;;;GLEBE POINT;2037;;;20020511;20020621;1100000;;R;RESIDENCE;3;;;;8791245;
B;205;;124;20020702 09:24;;;;;GLEBE POINT;2037;;;19980909;20020620;550000;;3;APARTMENT;10;;;;8713609;
B;205;;125;20020702 09:24;;;;;GLEBE POINT;2037;;;20000720;20020620;1390000;;V;VACANT LAND;7;;;;8711635;
B;205;1913020;2;20021119 10:27;;8;22;ALEXANDRA RD;GLEBE POINT;2037;;;20020603;20020603;130000;;3;;8;;;;9084933;
B;205;2918733;86;20021016 12:35;;;;;GLEBE POINT;2037;;;20020710;20020903;845000;;R;RESIDENCE;2;;;;9015230;
B;205;2918733;58;20030619 09:13;;1;18;OXLEY ST;GLEBE POINT;2037;;;20021220;20030314;1140000;;R;RESIDENCE;1;;;0;9469507;
B;905;2918733;9;20040301 11:58;;18;18;OXLEY ST;GLEBE POINT;2037;;;20031031;20040130;1580000;;3;UNIT;18;;;0;AA406028;
B;708;2918733;296;20040517 12:30;;8;18;OXLEY STREET;GLEBE POINT;2037;;;20040326;20040420;1275000;;R;RESIDENCE;8;;;0;AA595700;
B;708;1913020;1;20041116 08:26;;11;22;ALEXANDRA RD;GLEBE POINT;2037;;;20040913;20041026;385000;;R;RESIDENCE;11;;;0;AB54926;
B;708;1913020;1;20041001 11:15;;7;22;ALEXANDRA RD;GLEBE POINT;2037;;;20040330;20040623;350000;;R;RESIDENCE;7;;;0;AA944038;
B;708;1913020;111;20060416 01:23;;5;22;ALEXANDRA RD;GLEBE POINT;2037;;;20060215;20060329;238000;;R;RESIDENCE;5;;;0;AC214890;
