B;708;2916182;648;20040601 12:09;;;N911/31-35;SHELLEY STREET;SYDNEY KING STREET WHARF;2000;;;20010322;20011228;425900;;R;RESIDENCE;100;;XA;0;8262824;
B;708;2916182;655;20040601 12:09;;;APARTMENTN;23 SHELLEY STREET;SYDNEY KING STREET WHARF;2000;;;20010511;20011221;569900;;R;RESIDENCE;24;;XA;0;8248629;
B;708;2916182;672;20040601 12:09;;;APARTMENTN;23 SHELLEY STREET;SYDNEY KING STREET WHARF;2000;;;20010607;20011221;1185500;;R;RESIDENCE;67;;XA;0;8248461;
B;708;2916134;692;20040601 12:09;;;S415/31-35;SHELLEY STREET;SYDNEY KING STREET WHARF;;;;20011010;20011217;395800;;R;RESIDENCE;35;;XA;0;8231908;
B;708;2916134;190;20050701 11:07;;2;31;SHELLEY STREET;SYDNEY, KING STREET WHARF;2000;;;20050420;20050520;770000;;3;COMMERCIAL;114;;;0;AB538177;
B;708;2884194;191;20050701 11:07;;2;31;SHELLEY STREET;SYDNEY, KING STREET WHARF;2000;;;20050420;20050520;770000;;3;COMMERCIAL;2;;;0;AB538177;
