B;091;3359468;168;20080216 01:15;;15;18;TILLEY LANE;FRENCHES FOREST;2086;;;20071127;20080131;361900;;3;INDUSTRIAL UN;15;;;0;AD748916;
B;091;3359468;170;20080216 01:15;;15;18;TILLEY LANE;FRENCHES FOREST;2086;;;20071127;20080131;361900;;3;INDUSTRIAL UN;46;;;0;AD748916;
