B;207;1983265;52;20010719 12:34;;7;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20001125;20010103;288000;;R;;7;;;;7512964;
B;207;1983265;53;20010719 12:34;;18;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20010302;20010418;286000;;R;;18;;;;7555666;
B;207;1983265;54;20010719 12:34;;24;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20010210;20010326;300000;;R;;24;;;;7511267;
B;207;1983265;116;20010822 13:19;;11;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20010321;20010501;280000;;3;UNIT ;11;;;;7621567;
B;207;1983265;35;20020109 10:33;;37;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20011004;20011022;410000;;R;RESIDENCE;37;;;;8055592;
B;207;1983265;37;20020716 15:30;;5;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20020514;20020628;320000;;3;;5;;;;8765542;
B;207;1983265;20;20020617 12:50;;12;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20020418;20020530;350000;;R;RESIDENCE;12;;;;8670371;
B;207;1983265;23;20020702 09:27;;21;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20020404;20020604;430000;;R;RESIDENCE;21;;;;8686597;
B;207;1983265;24;20020702 09:27;;39;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20020411;20020521;420000;;R;RESIDENCE;39;;;;8711792;
B;207;1983265;31;20020402 12:45;;25;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20011108;20011220;390000;;R;RESIDENCE;25;;;;8389127;
B;207;1983265;23;20030416 10:12;;42;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20021218;20030129;285000;;3;SHOP;42;;;;9501687;
B;207;1983265;31;20030716 14:03;;26;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20030315;20030617;406700;;R;RESIDENCE;26;;;0;9742367;
B;207;1983265;22;20031117 13:59;;1;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20031010;20031020;73043;;R;RESIDENCE;1;;;0;AA109346;
B;207;1983265;23;20031117 13:59;;15;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20031003;20031003;214000;;R;RESIDENCE;15;;;0;AA117341;
B;207;3019629;157;20030916 09:52;;;741;ANZAC PDE;MAROUBRA JUNCTION;2035;453.6;M;20030526;20030710;700000;B;3;;;BV;;0;9944736;
B;207;1983265;29;20040217 11:46;;12;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20031120;20040128;425000;;R;RESIDENCE;12;;;0;AA392804;
B;207;3160615;133;20050502 14:19;;;APT611LOT8;ANZAC PDE;MAROUBRA JUNCTION;2035;;;20020902;20050401;430000;;R;RESIDENCE;80;;;0;AB391916;
B;207;1983265;19;20060501 01:19;;17;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20060224;20060407;384999;;R;RESIDENCE;17;;;0;AC256110;
B;207;1983265;54;20060901 01:16;;33;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20060713;20060810;420000;;R;RESIDENCE;33;;;0;AC519788;
B;207;1983265;53;20060801 01:12;;30;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20060511;20060606;390000;;3;STRATA UNIT;30;;;0;AC451804;
B;207;1983265;43;20060516 01:13;;28;112;BOYCE RD;MAROUBRA JUNCTION;2035;;;20060301;20060412;410000;;R;RESIDENCE;28;;;0;AC274064;
B;207;3368141;90;20080421 01:19;;;719;ANZAC PDE;MAROUBRA JUNCTION;2035;;;20070928;20080404;630000;;R;RESIDENCE;3;;;0;AD871093;
B;207;3368141;91;20080421 01:19;;;719;ANZAC PDE;MAROUBRA JUNCTION;2035;;;20070928;20080404;630000;;R;RESIDENCE;15;;;0;AD871093;
B;207;3368141;94;20080316 01:23;;;719;ANZAC PDE;MAROUBRA JUNCTION;2035;;;20070504;20080225;1445550;;3;CAR SPACE;7;;;0;AD821794;
B;207;3368141;52;20080324 01:16;;;719;ANZAC PDE;MAROUBRA JUNCTION;2035;;;20070504;20080225;1445550;;3;CAR SPACE;7;;XA;0;AD821794;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19960903;19960903;345000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970514;19970514;280000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970516;19970516;265000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970605;19970605;280000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970606;19970606;285000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970620;19970620;295000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970714;19970714;305000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970718;19970718;340000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970824;19970824;305000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970824;19970824;355000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970827;19970827;282000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970911;19970911;285000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970916;19970916;300000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970918;19970918;305000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19970930;19970930;278000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971017;19971017;305000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971024;19971024;275000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971024;19971024;290000;B;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971119;19971119;265000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971201;19971201;275000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971211;19971211;292500;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19971222;19971222;285000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19980304;19980304;200000;;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19980522;19980522;360000;;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19981208;19981208;285000;B;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19990727;19990727;270000;B;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;19991221;19991221;313000;B;R;RESIDENCE;;;;;
B;207;1983265;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;20000415;20000415;312500;B;R;RESIDENCE;;;;;
B;207;;;;;;112 - 114;BOYCE RD;MAROUBRA JUNCTION;2035;;;20000628;20000628;60000;B;R;RESIDENCE;;;;;
