B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;6;H;19900212;19900212;62000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;41;H;19900409;19900409;195000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;5;H;19900504;19900504;169000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;6;H;19900514;19900514;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;10;H;19900601;19900601;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;47;H;19900702;19900702;75000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;5;H;19900704;19900704;171000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;14;H;19900830;19900830;160000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;140;H;19900924;19900924;3000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;4;H;19901026;19901026;150000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;4;H;19901119;19901119;50000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;107;H;19901130;19901130;1;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;71;H;19910205;19910205;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;11;H;19910207;19910207;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;17;H;19910301;19910301;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;4;H;19910419;19910419;155000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;4046;M;19910816;19910816;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;4;H;19910818;19910818;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;28;H;19911115;19911115;163000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH BOOTAWA;PH BOOTAWA;0;10;H;19920727;19920727;170000;;R;RESIDENCE;;;;;
