B;153;1717581;7;20010719 12:08;;;21;LONE PINE RD;UPPER FINEFLOWER;2460;501;H;20010410;20010410;15000;R;R;;;UR;;;7546295;
B;153;1717415;10;20011109 08:51;;;4049;COALDALE RD;UPPER FINEFLOWER;2460;366.1;H;20001013;20001013;295000;R;3;STOCKYARD ;;CR;RG;;7613361;
B;153;1717815;7;20010720 10:26;;;88;MUNDINE RD;UPPER FINEFLOWER;2460;40.02;H;20010511;20010604;10000;R;V;;;CS;;;7681206;
B;153;1717412;15;20010822 12:17;;;446;LLEWELLYN RD;UPPER FINEFLOWER;2460;933.6;H;20000908;20000908;0;R;3;FARM ;;CR;;;7585898;
B;153;1717802;15;20011203 12:23;;;6049;CLARENCE WAY;UPPER FINEFLOWER;2460;40.1;H;20011005;20011030;46000;R;V;VACANT LAND;;CS;RV;;8074161;
B;153;1717803;5;20020716 15:23;;;5927;CLARENCE WAY;UPPER FINEFLOWER;2460;40.24;H;20020521;20020617;42500;R;V;VACANT LAND;;CS;RV;;8723197;
B;153;1717580;15;20020603 10:38;;;327;LONE PINE RD;UPPER FINEFLOWER;2460;1067.7;H;20020129;20020313;250000;R;V;VACANT LAND;;UR;RG;;8450270;
B;153;1717416;2;20021016 12:13;;;4036;COALDALE RD;UPPER FINEFLOWER;2460;7.602;H;20020619;20020717;19500;R;V;VACANT LAND;;CS;;;9007589;
B;153;1717804;7;20020916 14:12;;;5925;CLARENCE WAY;UPPER FINEFLOWER;2460;40.02;H;20020731;20020828;45000;R;V;VACANT LAND;;CS;;;8922911;
B;153;1717809;7;20030901 12:56;;;5607;CLARENCE WAY;UPPER FINEFLOWER;2460;40.04;H;20030725;20030815;62000;R;V;VACANT LAND;;CS;;0;9905362;
B;153;1717581;10;20030716 14:00;;;327;LONE PINE RD;UPPER FINEFLOWER;2460;501;H;20030506;20030623;9000;R;3;FARM;;UR;;10;9747382;
B;153;1717808;7;20030801 12:30;;;5693;CLARENCE WAY;UPPER FINEFLOWER;2460;41;H;20030508;20030709;161000;R;3;FARM;;CS;;0;9804819;
B;153;1717816;11;20031002 11:11;;;89;MUNDINE RD;UPPER FINEFLOWER;2460;40.2;H;20030806;20030917;45000;R;V;VACANT LAND;;CS;;0;9998334;
B;303;2949735;58;20041201 11:38;;;1061;UPPER FINEFLOWER RD;UPPER FINEFLOWER;2460;184.9;H;20040920;20041101;205000;R;R;RESIDENCE;;CU;;0;AB91289;
B;153;1717469;;;;;488;FINEFLOWER RD;UPPER FINEFLOWER;2460;159.7;H;19990603;19990603;100000;R;R;RESIDENCE;;;;;
B;153;;;;;;;LONE PINE RD;UPPER FINEFLOWER;2460;501;H;19990526;19990526;6000;R;R;RESIDENCE;;;;;
B;153;1717807;;;;;59;MUNDINE RD;UPPER FINEFLOWER;2460;4;H;20001221;20001221;80000;R;R;RESIDENCE;;;;;
B;153;;;;;;70;MUNDINE RD;UPPER FINEFLOWER;2460;40.2;H;20000913;20000913;25000;R;R;RESIDENCE;;;;;
B;153;1717582;;;;;1272;UPPER FINEFLOWER RD;UPPER FINEFLOWER;2460;681.5;H;20001129;20001129;60000;R;R;RESIDENCE;;;;;
B;153;;;;;;21-237;LONE PINE RD;UPPER FINEFLOWER;2460;501;H;20010410;20010410;15000;R;R;RESIDENCE;;;;;
