B;162;;;;;;;PH COMBOYNE;PH COMBOYNE;0;93;H;19900209;19900209;65000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH COMBOYNE;PH COMBOYNE;0;40;H;19900226;19900226;1;;R;RESIDENCE;;;;;
B;162;;;;;;;PH COMBOYNE;PH COMBOYNE;0;193;H;19900608;19900608;85000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH COMBOYNE;PH COMBOYNE;0;134;H;19920610;19920610;28500;;R;RESIDENCE;;;;;
