B;130;3336339;18;20070916 01:13;;;;PART "NANGARA";VIA WELLINGTON, ARTHURVILLE;2820;135.58;H;20070613;20070613;235500;;3;FARM;;;;0;AD203585;
B;130;3336340;19;20070916 01:13;;;;PART "NANGARA";VIA WELLINGTON, ARTHURVILLE;2820;145.7;H;20070613;20070613;259105;;3;FARM;;;;0;AD203584;
