B;013;3389662;15;20080616 01:05;;;LT27;PACIFIC HIGHWAY;BULADELAH;2423;36.76;H;20071017;20080424;577500;;V;VACANT LAND;;;;0;AD915216;
B;013;3389662;16;20080616 01:05;;;LT20;PACIFIC HIGHWAY;BULADELAH;2423;36.76;H;20071017;20080424;577500;;V;VACANT LAND;;;;0;AD915233;
B;013;3389662;21;20080623 01:05;;;LT27;PACIFIC HIGHWAY;BULADELAH;2423;36.76;H;20071017;20080424;577500;;V;VACANT LAND;;;RVP;0;AD915216;
B;013;3389662;22;20080623 01:05;;;LT20;PACIFIC HIGHWAY;BULADELAH;2423;36.76;H;20071017;20080424;577500;;V;VACANT LAND;;;RVP;0;AD915233;
