B;151;2781109;55;20010719 12:04;;;;FOGWELLS RD;HORSERIDGES;2470;41.24;H;20010302;20010410;102000;;V;;;;RV;;7551344;
B;151;2852466;40;20011109 10:43;;;;FOGWELLS RD;HORSERIDGES;2470;92.268;H;20010316;20010418;130000;;V;VACANT LAND;;;RV;;7683766;
B;151;2852467;41;20011109 10:43;;;480;FOGWELLS RD;HORSERIDGES;2470;55.88;H;20010306;20010430;212000;;V;VACANT LAND;;;RV;;7753296;
