B;217;4427813;32;20220627 01:11;;;17;CORNFORTH CR;CATHERINE PARK;2557;;;20211207;20220623;535000;;V;VACANT LAND;;;;0;AS242498;
B;217;4427818;29;20220704 01:15;;;8309;KANGAN RISE;CATHERINE PARK;2557;;;20210930;20220624;410000;;R;RESIDENCE;;;;0;AS249501;
B;217;4427820;30;20220704 01:15;;;8311;KANGAN RISE;CATHERINE PARK;2557;;;20211118;20220627;410000;;V;VACANT LAND;;;;0;AS253286;
B;217;4427831;38;20220704 01:15;;;8322;KANGAN RD;CATHERINE PARK;2570;;;20220216;20220624;410000;;R;RESIDENCE;;;;0;AS246740;
B;217;4452709;38;20221128 01:07;;;12;ROBERT INGHAM DR;CATHERINE PARK;2570;;;20211126;20221123;680000;;V;VACANT LAND;;;;0;AS657764;
B;217;4452749;51;20221128 01:07;;9045;;DERHAM RISE;CATHERINE PARK;2557;;;20220202;20221123;600000;;V;VACANT LAND;;;;0;AS656107;
B;217;4452756;53;20221128 01:07;;;16;KILLEN PDE;CATHERINE PARK;2557;;;20220113;20221123;730000;;R;RESIDENCE;;;;0;AS657197;
B;217;4452761;55;20221128 01:07;;;6;KILLEN PDE;CATHERINE PARK;2557;;;20220202;20221123;630000;;V;VACANT LAND;;;;0;AS656112;
B;217;4452777;64;20221128 01:07;;9073;;KILLEN PDE;CATHERINE PARK;2570;;;20211021;20221123;605000;;V;VACANT LAND;;;;0;AS657164;
B;217;4452783;66;20221128 01:07;;;92;SOMERVAILLE DR;CATHERINE PARK;2570;;;20211103;20221123;560000;;V;VACANT LAND;;;;0;AS656118;
B;217;4452791;67;20221128 01:07;;;76;SOMERVAILLE DR;CATHERINE PARK;2570;;;20211223;20221123;640000;;V;VACANT LAND;;;;0;AS658326;
B;217;4452804;73;20221128 01:07;;;9100;SOMERVAILLE DR;CATHERINE PARK;2557;;;20211118;20221123;760000;;R;RESIDENCE;;;;0;AS656282;
B;217;4452808;74;20221128 01:07;;;27;ROBERT INGHAM DR;CATHERINE PARK;2570;;;20220113;20221123;840000;;V;VACANT LAND;;;;0;AS656346;
B;217;4452810;76;20221128 01:07;;;11;ASHBROOK DR;CATHERINE PARK;2557;;;20220202;20221123;795000;;V;VACANT LAND;;;;0;AS656353;
B;217;4452813;77;20221128 01:07;;;9109;ROBERT INGHAM DR;CATHERINE PARK;2557;;;20220929;20221123;590000;;R;RESIDENCE;;;;0;AS656355;
B;217;4452770;52;20221212 01:06;;;9066;KILLEN PDE;CATHERINE PARK;2557;;;20211202;20221202;540000;;R;RESIDENCE;;;;0;AS688310;
B;217;4459618;102;20221226 01:07;;;173;BODEN CR;CATHERINE PARK;2557;;;20221103;20221220;609900;;R;RESIDENCE;;;;0;AS742787;
B;217;4468426;23;20230313 01:07;;;9268;CADE WAY;CATHERINE PARK;2567;;;20220823;20230308;850000;;R;RESIDENCE;;;;0;AS911035;
B;217;4468428;16;20230320 01:06;;;11;CADE WAY;CATHERINE PARK;2570;;;20220822;20230310;570000;;V;VACANT LAND;;;;0;AS918288;
B;217;4468453;17;20230320 01:06;;;6;DURACK AV;CATHERINE PARK;2570;;;20220426;20230310;620000;;V;VACANT LAND;;;;0;AS918220;
B;217;4468454;18;20230320 01:06;;;4;DURACK AV;CATHERINE PARK;2570;;;20220517;20230310;620000;;V;VACANT LAND;;;;0;AS918327;
