B;656;3418652;9;20081124 01:20;;;;PACIFIC HWY;SAPLING CREEK;2446;1.49;H;20081016;20081105;70000;;V;VACANT LAND;;;;0;AE310302;
B;656;3405283;4;20080908 01:16;;;;PACIFIC HWY;SAPLING CREEK;2446;19.73;H;20080403;20080516;50000;;V;VACANT LAND;;;;0;AD979159;
