B;217;3772421;37;20140616 01:17;;;LOT 1111;PATROL STREET;EAST LEPPINTON;2179;;;20130905;20140606;287000;;V;VACANT LAND;;;;0;AI647637;
B;217;3778215;87;20140623 01:16;;;LOT 1111;PATROL STREET;EAST LEPPINTON;2179;;;20130905;20140606;287000;;V;VACANT LAND;;;;0;AI647637;
