B;002;;;;;;;PH LEWINSBROOK;PH LEWINSBROOK;0;2023;M;19921215;19921215;0;;R;RESIDENCE;;;;;
B;002;;;;;;;PH LEWINSBROOK;PH LEWINSBROOK;0;48;H;19930113;19930113;0;;R;RESIDENCE;;;;;
