B;526;3627360;12;20120514 02:59;;;;FLACKNELL CREEK RD;BROADWAY;2581;297.7;H;20111104;20111215;675000;RU2;R;RESIDENCE;;UGO;;0;AG870997;
B;526;3673740;6;20130318 01:46;;;;RYE PARK RD;BROADWAY;2581;72.84;H;20080115;20120626;200000;RU2;3;FARM;;UGO;RRI;0;AH72760;
B;526;3456214;2;20140217 01:28;;;;LOWER GREENDALE RD;BROADWAY;2581;16.39;H;20130612;20130823;79000;RU2;3;;;UHQ;;0;AI342820;
B;526;3754836;8;20140224 01:19;;;172;GREENDALE RD;BROADWAY;2581;29.34;H;20131213;20140120;484500;;3;FARM;;;;0;AI356840;
B;526;3493670;9;20140120 01:27;MERIDEN;;2214;RYE PARK RD;BROADWAY;2581;213.488;H;20131115;20131218;590000;RU2;R;RESIDENCE;;UGO;;0;AI302575;
B;526;3782450;11;20140714 01:22;;;;DAWES RD;BROADWAY;2581;116.85;H;20140331;20140430;195000;;V;VACANT LAND;;;;0;AI695829;
B;526;3782450;12;20140714 01:22;;;;DAWES RD;BROADWAY;2581;116.85;H;20140331;20140430;175000;;V;VACANT LAND;;;;0;AI695830;
B;526;3773970;9;20140609 01:22;;;;DAWES RD;BROADWAY;2581;35.51;H;20140227;20140331;60000;;V;VACANT LAND;;;;0;AI558395;
B;526;438811;3;20150921 01:18;;;;RYE PARK RD;BROADWAY;2581;178;H;20150622;20150804;140000;RU2;3;FARM;;UGO;;0;AJ781909;
B;526;3855290;2;20150629 01:14;;;;FLACKNELL CREEK RD;BROADWAY;2581;32.83;H;20150116;20150506;449000;;3;FARM;;;;0;AJ502070;
B;526;3855290;6;20150630 01:11;;;;FLACKNELL CREEK RD;BROADWAY;2581;32.83;H;20150116;20150506;449000;;3;FARM;;;;0;AJ502070;
