B;162;;;;;;;PH MIMI;PH MIMI;0;5;H;19900209;19900209;110000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;584;H;19900401;19900401;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;16;H;19900615;19900615;75000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;16;H;19900703;19900703;120000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;119;H;19901102;19901102;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;9;H;19901123;19901123;59000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;2;H;19910301;19910301;38000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;61;H;19910517;19910517;170000;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;44;H;19910823;19910823;77500;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;110;H;19911120;19911120;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;58;H;19911212;19911212;0;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;20;H;19920310;19920310;16660;;R;RESIDENCE;;;;;
B;162;;;;;;;PH MIMI;PH MIMI;0;4;H;19920326;19920326;0;;R;RESIDENCE;;;;;
