B;208;2994480;140;20030619 13:41;;305;19;HICKSON SR;WALSH-BAY;2000;;;20000313;20030521;1165000;;R;RESIDENCE;44;;;0;9650706;
B;208;2994480;175;20030620 11:36;;305;19;HICKSON SR;WALSH-BAY;2000;;;20000313;20030521;1165000;;R;RESIDENCE;44;;;0;9650706;
