B;083;;16;20030620 11:12;;603;14;'PEPPERWOOD'-KARRABEE AVE;HUNTLEYS HILL;2111;;;20020523;20030410;613000;;R;RESIDENCE;26;;;0;9641572;
B;083;;17;20030620 11:12;;205;16;CANDLEWOOD, KARRABEE AVE;HUNTLEYS HILL;2111;;;20000609;20030410;327000;;R;RESIDENCE;55;;;0;9641573;
