B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;44;H;19900405;19900405;75600;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;2;H;19900917;19900917;92000;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;10;H;19900924;19900924;39441;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;45;H;19901012;19901012;280000;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;7;H;19901106;19901106;21444;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;99;H;19910725;19910725;320000;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;2;H;19911021;19911021;152500;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;3;H;19911217;19911217;38000;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;2;H;19920522;19920522;55000;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;2;H;19920528;19920528;126000;;R;RESIDENCE;;;;;
B;197;;;;;;;PH QUIRINDI;PH QUIRINDI;0;4;H;19920529;19920529;85000;;R;RESIDENCE;;;;;
