B;252;3021713;12;20030901 13:03;;;;'MUKKI BLOCK';NOWENDOC VIA WALCHA;2354;157.2;H;20030211;20030715;176000;;3;GRAZING LAND;;;;0;9812336;
B;252;2998106;22;20030701 14:45;;;;'RIAMUKKA STATION';NOWENDOC VIA WALCHA;2354;333.26;H;20020829;20021031;600000;;R;RESIDENCE;;;;0;9584116;
