B;116;1240128;14;20060716 01:32;;;;'WOMBIN''KROONSTADT' ST 'OAKLA;GOONUMBIA;2870;404.7;H;20060626;20060628;1977000;R;3;FARM;;RE;;0;AC420348;
B;116;1238464;19;20060716 01:32;;;;'WOMBIN''KROONSTADT' ST 'OAKLA;GOONUMBIA;2870;881.8;H;20060626;20060628;1977000;R;3;FARM;;RD;;0;AC420348;
