B;236;2625669;2;20180806 01:17;PT TARA;;6294;GRAIN RD;EREMERANG;2877;2307;H;20180320;20180516;1700000;RU1;V;VACANT LAND;;RAA;;0;AN408166;
B;236;2625736;1;20221107 01:17;THE PINNACLES;;3714;TALLEBUNG RD;EREMERANG;2877;2874;H;20220526;20220614;950000;RU1;3;FARM;;RRR;;0;AS214825;
B;236;2625740;6;20201109 01:03;WARRA WARRA ;;1254;PALESTHAN RD;EREMERANG;2877;1510;H;20200914;20201029;1493900;RU1;3;FARM;;RAA;;0;AQ510830;
B;236;2625742;7;20201109 01:03;BOOLAROO;;1640;PALESTHAN RD;EREMERANG;2877;1008;H;20200914;20201029;1493900;RU1;3;FARM;;RNE;;0;AQ510830;
B;236;2625815;4;20161010 01:08;PT KIMACULLA;;1226;EREMERAN RD;EREMERANG;2877;1729;H;20160510;20160901;277550;RU1;3;RURAL;;RNE;;0;AK793280;
B;236;2625735;1;20221010 01:16;BELAIRE;;1001;PALESTHAN RD;EREMERANG;2877;2089;H;20220506;20220722;4000000;RU1;3;FARM;;RAA;;0;AS330773;
B;236;2625741;2;20221010 01:16;WILLUNA;;1193;PALESTHAN RD;EREMERANG;2877;1284;H;20220506;20220722;4000000;RU1;3;FARM;;RAA;;0;AS330773;
B;236;2887938;1;20230612 01:11;NAPUNYAH;;1224;EREMERAN RD;EREMERANG;2877;1717;H;20230405;20230605;1650000;RU1;3;FARM;;RAA;;0;AT145694;
B;236;2924195;1;20250519 01:20;PARKERS PADDOCK;;3565;BURTHONG RD;EREMERANG;2877;1531;H;20250213;20250428;420000;RU1;3;FARM;;RNE;;0;AV11404;
B;236;2625788;2;20171023 01:08;MAROBEE;;1964;TALLEBUNG RD;EREMERANG;2877;10550;H;20170608;20170906;3000000;RU1;3;FARMLANDS;;RAA;;0;AM723294;
B;236;2625822;2;20220725 01:14;;;5530;GRAIN RD;EREMERANG;2877;2.25;H;20210630;20210831;372124;RU1;3;COMMERCIAL;;RRE;;0;AS133498;
B;236;2625785;1;20180129 01:22;BLACK RANGE;;2880;TALLEBUNG RD;EREMERANG;2877;15264;H;20170526;20171214;3300000;RU1;3;RURAL;;RAA;;0;AN51946;
B;236;2625669;5;20240129 01:07;PT TARA;;5521;GRAIN RD;EREMERANG;2877;2307;H;20231017;20240123;5000000;RU1;3;FARM;;RAA;;0;AT782365;
B;236;2625740;1;20161031 01:09;WARRA WARRA ;;1254;PALESTHAN RD;EREMERANG;2877;1510;H;20160705;20160822;425000;RU1;3;FARM;;RAA;;0;AK746482;
B;236;2625742;2;20161031 01:09;BOOLAROO;;1640;PALESTHAN RD;EREMERANG;2877;1009;H;20160705;20160822;150000;RU1;3;FARM;;RNE;;0;AK746445;
B;236;2625786;1;20150914 01:28;CURRAWALLA;;4701;GRAIN RD;EREMERANG;2877;8928;H;20150408;20150715;2700000;RU1;3;FARM;;RAA;;0;AJ711833;
B;236;2625740;1;20150316 01:22;WARRA WARRA ;;1254;PALESTHAN RD;EREMERANG;2877;1510;H;20140821;20141210;415000;RU1;3;FARM;;RAA;;0;AJ194592;
B;236;2625669;2;20150720 01:18;PT TARA;;6294;GRAIN RD;EREMERANG;2877;2307;H;20150212;20150421;1175000;RU1;3;FARMLAND;;RAA;;0;AJ588764;
B;236;2856568;1;20140630 01:11;COLINDALE;;6235;TALLEBUNG RD;EREMERANG;2877;9398.5;H;20131029;20140408;2187500;RU1;3;FARM;;RAA;;0;AI609513;
B;236;2625737;4;20141117 01:26;PALISTHAN;;4788;TALLEBUNG RD;EREMERANG;2877;4463;H;20140605;20141014;802112;RU1;3;FARM;;RAA;;0;AI995090;
B;236;2625742;1;20150126 01:19;BOOLAROO;;1640;PALESTHAN RD;EREMERANG;2877;1009;H;20140820;20141121;125000;RU1;3;FARM;;RNE;;0;AJ164519;
