B;005;3634062;30;20120507 01:27;;;TOCAL AGRI;TOCAL RD;TOCAL;2421;;;20111205;20120301;16000;;V;VACANT LAND;;;;0;AG933590;
B;005;3634063;31;20120507 01:27;;;TOCAL AGRI;TOCAL RD;TOCAL;2421;;;20111205;20120301;16000;;V;VACANT LAND;;;;0;AG933590;
B;005;3634064;32;20120507 01:27;;;TOCAL AGRI;TOCAL RD;TOCAL;2421;;;20111205;20120301;16000;;V;VACANT LAND;;;;0;AG933590;
