B;902;3264529;14;20060816 01:22;;;;;SILVERTON;2880;;;20040526;20040818;10000;;V;VACANT LAND;;;;0;AA932145;
B;902;3264535;15;20060816 01:22;;;LOT15;UMBERUMBERKA CREEK;SILVERTON;2880;;;20050818;20050926;195000;;R;RESIDENCE;;;;0;AB810996;
B;902;3264549;18;20060816 01:22;;;LOT2268;DP 764551;SILVERTON;2880;;;20040514;20040629;20000;;V;VACANT LAND;;;;0;AA797639;
B;902;3264555;23;20060816 01:22;;;LOT226;BROKEN HILL RD;SILVERTON;2880;;;20010525;20010618;185000;;R;RESIDENCE;;;;0;7767150;
B;902;3264557;24;20060816 01:22;;;;CNN STURT & LAYARD STREETS;SILVERTON;2880;;;20020301;20020301;3000;;V;VACANT LAND;;;;0;8433818;
B;902;3263888;28;20060816 01:22;;;;SILVERTON RD;SILVERTON;2880;;;20011130;20020122;20000;;R;RESIDENCE;;;;0;8338440;
B;902;3266361;6;20060901 01:24;;;8;STERLING ST;SILVERTON;2880;505.85;H;20031017;20031029;240000;;R;RESIDENCE;;;;0;AA143989;
B;902;3265997;20;20060901 01:24;;;LOT15;UMBERUMBERKA CREEK;SILVERTON;2880;1.924;H;20050818;20050926;195000;;R;RESIDENCE;;;;0;AB810996;
B;902;3265997;21;20060901 01:24;;;;UMBERUMBERKA CREEK;SILVERTON;2880;1.924;H;20020703;20020820;190000;;R;RESIDENCE;;;;0;9075633;
B;902;3267624;26;20060901 01:24;;;LOT5;BURKE ST;SILVERTON;2880;1012;M;20050819;20051012;84000;;R;RESIDENCE;;;;0;AB866596;
B;902;3332478;1;20070901 01:51;;;;CANOPUS ST;SILVERTON;2880;1012;M;20070613;20070705;50000;;3;OLD CHURCH;;;;0;AD271001;
B;902;3263888;1;20070116 01:23;;;;SILVERTON RD;SILVERTON;2880;;;20060524;20060721;47500;;R;RESIDENCE;;;;0;AC590021;
B;902;3318244;1;20070616 01:32;;;;GIPPS ST;SILVERTON;2880;1012;M;20070404;20070430;40000;;R;RESIDENCE;;;;0;AD102729;
B;902;3410674;1;20081201 01:20;;;;STERLING ST;SILVERTON;2880;1012;M;20081007;20081013;5000;;V;VACANT LAND;;;;0;AE278049;
B;902;3387404;1;20080609 01:24;;;;UMBERUMBERKA SLLVER MINE;SILVERTON;2880;24.27;H;20080318;20080404;15000;;V;VACANT LAND;;;;0;AD915766;
B;902;3264549;4;20080331 01:17;;;2268;SILVERTON ROAD;SILVERTON;2880;;;20071205;20071205;37000;;R;RESIDENCE;;;;0;AD752142;
B;902;3272621;1;20091214 03:44;;;;BURKE ST;SILVERTON;2880;505.9;M;20091006;20091006;4000;;R;RESIDENCE;;;;0;AF118128;
B;902;3420170;1;20090727 01:52;;;;STIRLING ST;SILVERTON;2880;1972;M;20090216;20090323;150000;;R;RESIDENCE;;;;0;AE620895;
B;902;3451638;1;20090518 01:35;;;9;STIRLING ST;SILVERTON;2880;1012;M;20090216;20090403;240000;;R;RESIDENCE;;;;0;AE614047;
B;902;3264549;2;20090921 01:44;;;LOT2268;DP 764551;SILVERTON;2880;1.169;H;20090701;20090814;50000;;V;VACANT LAND;;;;0;AE922178;
B;902;3494220;1;20110613 04:23;;;;BURKE ST;SILVERTON;2880;3280.2;M;20100301;20110429;800000;;3;HOTEL;;;;0;AG256451;
B;902;3625842;1;20120312 02:13;;;;STIRLING ST;SILVERTON;2880;1012;M;20120110;20120201;400000;;R;RESIDENCE;;;;0;AG833967;
B;902;3434735;1;20121001 01:23;;;WESTERN LA;SILVERTON ROAD;SILVERTON;2880;39.79;H;20120615;20120903;80000;;V;VACANT LAND;;;;0;AH236963;
B;902;3420170;1;20121008 01:29;;;;STIRLING ST;SILVERTON;2880;998;M;20120531;20120904;153000;;3;ART GALLERYY;;;;0;AH246834;
B;902;3264925;1;20140113 01:25;;;2;STURT STREET;SILVERTON;2880;;;20131010;20131104;89000;;V;VACANT LAND;;;;0;AI168855;
B;902;3264950;1;20150928 01:18;;;;BURKE ST;SILVERTON;2880;;;20150713;20150812;30000;;V;VACANT LAND;;;;0;AJ805232;
