B;243;2904524;19;20040316 13:30;;;;"TORRY PLAINS";VIA BALRANALD (NEAR MAUDE);;3694.3;H;20010913;20011207;4741851;R;3;FARM;;RR;RM;0;8261410;
B;243;2904524;14;20040601 12:07;;;;"TORRY PLAINS";VIA BALRANALD (NEAR MAUDE);;3694.3;H;20010913;20011207;4741851;R;3;FARM;;RR;RM;0;8261410;
