B;678;2986039;41;20030619 14:42;;;;MARTYN'S LANE;DANGARSLEIGH VIA ARMIDALE;2350;;;20020710;20030523;80000;;V;VACANT LAND;;;AV;0;9656655;
B;678;2986036;47;20030620 11:42;;;;MARTYN'S LINE;DANGARSLEIGH VIA ARMIDALE;2350;;;20020404;20030521;90000;;V;VACANT LAND;;;;0;9650425;
