B;214;3372835;106;20080428 01:19;;;LT822;TOMENT ST;THE PONDS KELLYVILLE RIDGE;2155;;;20071210;20080411;265000;;V;VACANT LAND;;;;0;AD886080;
B;214;3357365;221;20080216 01:28;;;LOT2120;THE PONDS BOULEVARDE;THE PONDS KELLYVILLE RIDGE;2769;;;20070709;20080201;298000;;V;VACANT LAND;;;;0;AD748050;
B;214;3372828;70;20080505 01:15;;;LOT815;WIDGEON RD;THE PONDS KELLYVILLE RIDGE;2155;;;20071206;20080411;320000;;V;VACANT LAND;;;;0;AD911221;
