B;042;2823718;30;20010720 09:17;;;;;CUDGELLO;;;;20001206;20010522;187200;;3;Other;;;;;7680761;
B;042;2823720;31;20010720 09:17;;;;;CUDGELLO;;;;20010122;20010615;209513;;R;;;;;;7702958;
