B;004;3982580;113;20170116 01:01;;;LOT 2084, ;QUINN STREET;CATHERINE BAY;2281;;;20160423;20161216;270000;;R;RESIDENCE;;;;0;AM47046;
B;004;3982581;78;20161226 01:01;;;LOT 2085, ;QUINN STREET;CATHERINE BAY;2281;;;20140423;20161220;265000;;V;VACANT LAND;;;;0;AM16385;
