B;022;2889539;57;20020603 09:47;;;;;MAORI GULLY;;;;20020226;20020327;110000;;V;VACANT LAND;;;;;8535725;
B;022;2889540;58;20020603 09:47;;;;;MAORI GULLY;;;;20020226;20020327;110000;;V;VACANT LAND;;;;;8535725;
