B;035;2887257;25;20020402 12:23;;;;;BILGA;;;;20011207;20020225;185000;;3;FARM;;;;;8405475;
B;035;2887258;50;20020603 09:50;;;;LUMLEY RD;BILGA;2580;170.67;H;20020319;20020501;480000;;R;RESIDENCE;;;;;8574399;
