B;608;3713289;21;20130729 01:39;;;LOT 2/1182;OFF TRUNKEY ROAD;ARKELL NSW;2795;2.296;H;20121112;20130705;6087;;V;VACANT LAND;;;;0;AH873885;
B;608;3725098;22;20130930 01:17;;;1/1182421,;OFF TRUNKEY ROAD;ARKELL NSW;2795;1.696;H;20120814;20130823;4496;;V;VACANT LAND;;;;0;AI16963;
