B;537;3272894;19;20061001 01:14;;;;PART 'CAIRN HILL';DUNEAOO;2844;226.14;H;20060408;20060818;101000;;3;FARM;;;;0;AC568463;
B;537;3272894;12;20070416 01:17;;;;PART 'CAIRN HILL';DUNEAOO;2844;226.14;H;20060408;20060818;101000;R;3;FARM;;GF;RM;0;AC568463;
