B;214;2961571;221;20030303 12:47;;;LOT34;KARRI PL;FOREST GLADE PARKLEA;2768;;;20020828;20030131;174300;;V;VACANT LAND;;;;;9390179;
B;214;2961599;304;20030701 14:40;;;LOT62;ASHWOOD ST;FOREST GLADE PARKLEA;2768;;;20030403;20030602;189400;;3;;;;;0;9688971;
