B;144;1582385;8;20160201 01:23;;;13;EMERSON PL;MENAI;2234;852.8;M;20151111;20160115;920000;E4;R;RESIDENCE;;HRE;;0;AK160864;
B;144;1568654;141;20160201 01:23;;;4;BRAY GR;MENAI;2234;523.6;M;20151002;20160122;990000;R2;R;RESIDENCE;;NRB;;0;AK167703;
B;144;3785251;146;20160201 01:23;;2;14;KERSHAW RD;MENAI;2234;342;M;20151202;20160113;835000;;R;RESIDENCE;2;;;0;AK162361;
B;144;1592455;19;20210201 01:01;;;31;HALL DR;MENAI;2234;643.5;M;20201212;20210125;982000;E4;R;RESIDENCE;;HRE;;0;AQ749685;
B;144;1623828;53;20210201 01:01;;;26;SAUNDERS PL;MENAI;2234;248;M;20201124;20210122;920000;R2;R;RESIDENCE;;NRB;;0;AQ742985;
B;144;1579705;58;20210201 01:01;;1;31;DILKARA CCT;MENAI;2234;;;20201116;20210122;1100000;;R;RESIDENCE;1;;;0;AQ742864;
B;144;4023446;75;20210201 01:01;;;8;ANDERSON PL;MENAI;2234;993.5;M;20201130;20210127;658000;E4;R;RESIDENCE;;HRE;;0;AQ752367;
B;144;1565919;94;20210201 01:01;;;11;BERRY GR;MENAI;2234;490.5;M;20201214;20210128;1100000;R2;R;RESIDENCE;;NRB;;0;AQ756323;
B;144;1592689;96;20210201 01:01;;;16;HARLECH CL;MENAI;2234;719.9;M;20201106;20210122;1400000;E4;R;RESIDENCE;;HRD;;0;AQ746407;
B;144;3347338;100;20210201 01:01;;;6;DEVLIN PL;MENAI;2234;457.5;M;20201205;20210122;850000;E4;R;RESIDENCE;;HRE;;0;AQ744783;
B;144;1561481;122;20210201 01:01;;;3;ASHWOOD CL;MENAI;2234;452.5;M;20210112;20210128;925000;R2;R;RESIDENCE;;NRB;;0;AQ756896;
B;144;1573050;34;20210301 01:01;;;29 A;CARTER RD;MENAI;2234;287.4;M;20210128;20210224;920000;R2;R;RESIDENCE;;NRB;;0;AQ824050;
B;144;1560073;35;20210301 01:01;LEVEL 1;1;62;ALLISON CRES;MENAI;2234;;;20210203;20210219;715000;;3;OFFICE;13;;;0;AQ814493;
B;144;1592463;21;20240401 01:08;;;45;HALL DR;MENAI;2234;913.9;M;20231220;20240326;750000;C4;R;RESIDENCE;;CRE;;0;AT935427;
B;144;1605760;26;20240401 01:08;;;2;MATHEWS PL;MENAI;2234;580.4;M;20240210;20240325;1625000;C4;R;RESIDENCE;;CRE;;0;AT931080;
B;144;1613505;58;20240401 01:08;;14;1;OWEN JONES ROW;MENAI;2234;;;20240209;20240322;1090000;;R;RESIDENCE;14;;;0;AT926101;
B;144;1567106;87;20240401 01:08;;;47;BLUEGUM WAY;MENAI;2234;;;20240214;20240327;987500;;R;RESIDENCE;1;;;0;AT937764;
B;144;1578488;15;20170501 01:07;;7;1;DAINTREE WAY;MENAI;2234;;;20170303;20170412;877000;;R;RESIDENCE;7;;;0;AM318287;
B;144;1603358;26;20170501 01:07;;;46;LINK CCT;MENAI;2234;696.4;M;20170224;20170407;1425000;E4;R;RESIDENCE;;HRD;;0;AM323976;
B;144;1630898;44;20170501 01:07;;;50;THE WOODS CCT;MENAI;2234;450.8;M;20170224;20170413;1140000;R2;R;RESIDENCE;;NRB;;0;AM330775;
B;144;1617945;50;20170501 01:07;;;5;POWER PL;MENAI;2234;603.5;M;20170318;20170418;1080000;E4;R;RESIDENCE;;HRE;;0;AM334233;
B;144;1613097;56;20170501 01:07;;;20;O'NEILL RD;MENAI;2234;662;M;20170218;20170331;890000;E4;R;RESIDENCE;;HRE;;0;AM287818;
B;144;1616044;60;20170501 01:07;;;2;PENROSE PL;MENAI;2234;2.03;H;20161107;20161107;50000;E2;V;VACANT LAND;;ENV;;0;AM308789;
