B;902;3264914;4;20060816 01:22;;;LOT31;BROWN ST;TIBOOBURRA;2880;;;20030214;20030328;33000;;R;RESIDENCE;;;;0;9528473;
B;902;3263922;32;20060816 01:22;TIBOOBURRA HOTEL;;;BRISCOE ST;TIBOOBURRA;2880;;;20030107;20030218;120635;;3;HOTEL;;;;0;9493328;
B;902;3263953;35;20060816 01:22;;;;KING ST;TIBOOBURRA;2880;1012;M;20020225;20020424;11000;;R;RESIDENCE;;;;0;8539761;
B;902;3263949;47;20060816 01:22;;;;KING ST;TIBOOBURRA;2880;;;20020319;20020319;3000;;3;HOUSE;;;;0;8701653;
B;902;3263958;49;20060816 01:22;;;;BRISCOE ST;TIBOOBURRA;2880;;;20011227;20020228;10000;;3;COMMERCIAL;;;;0;8408127;
B;902;3263985;54;20060816 01:22;;;;BRISCOE ST;TIBOOBURRA;2880;;;20040106;20040205;350000;;R;RESIDENCE;;;;0;AA505678;
B;902;3264162;59;20060816 01:22;;;7;BRISCOE ST;TIBOOBURRA;2880;1011.7;M;20030718;20030902;220000;;3;SHOP;;;;0;AA62661;
B;902;3267654;1;20060901 01:24;;;42;KING ST;TIBOOBURRA;2880;1012;M;20040611;20040723;37500;;R;RESIDENCE;;;;0;AA851135;
B;902;3266359;3;20060901 01:24;;;;STURT ST;TIBOOBURRA;2880;3036;M;20030716;20030902;80000;;R;RESIDENCE;;;;0;AA260096;
B;902;3266390;9;20060901 01:24;;;4;BRISCOE ST;TIBOOBURRA;2880;986.42;M;20021217;20030213;40000;;3;GARAGE;;;;0;9406702;
B;902;3266686;18;20060901 01:24;;;LOT31;BROWN ST;TIBOOBURRA;2880;;;20030214;20030328;33000;;R;RESIDENCE;;;;0;9528473;
B;902;3266686;19;20060901 01:24;;;LOT31;BROWN ST;TIBOOBURRA;2880;;;20050413;20050608;61000;;R;RESIDENCE;;;;0;AB556920;
B;902;3263958;23;20060901 01:24;;;;BRISCOE ST;TIBOOBURRA;2880;;;20050124;20050511;9000;;R;RESIDENCE;;;;0;AB525307;
B;902;3283075;1;20061116 01:26;;;;STURT ST;TIBOOBURRA;2880;503.9;M;20060508;20060619;40000;;R;RESIDENCE;;;;0;AC437571;
B;902;3283076;2;20061116 01:26;;;;BRISCOE ST;TIBOOBURRA;2880;2024;M;20060804;20060922;62500;;R;RESIDENCE;;;;0;AC664694;
B;902;3283064;7;20061116 01:26;;;;KING ST;TIBOOBURRA;2880;1012;M;20060113;20060113;300000;;R;RESIDENCE;;;;0;AC91008;
