B;223;2508895;;;;;32;MUBO CR;HOLSWORTH VILLAGE;0;;;19950908;19950908;135000;A;R;RESIDENCE;;;;;
B;223;2508885;;;;;54;MUBO CR;HOLSWORTH VILLAGE;0;;;19950802;19950802;134000;A;R;RESIDENCE;;;;;
