B;129;2841524;6;20011109 09:04;FROME;;;WHITE ROCK RD;WHITEROCK;2795;3.386;H;20010322;20010502;237000;R;3;FARM/DWELLING ;;CA;;;7716161;
B;129;2841525;7;20011109 09:04;FROME;;685;WHITE ROCK RD;WHITEROCK;2795;11.51;H;20010130;20010720;155000;R;V;VACANT LAND;;CB;;;7802231;
B;129;2843181;16;20020816 14:10;FROME;;685;WHITE ROCK RD;WHITEROCK;2795;13.86;H;20020620;20020724;151500;R;V;VACANT LAND;;CB;;;8812756;
B;129;2841525;15;20020603 10:18;FROME;;685;WHITE ROCK RD;WHITEROCK;2795;11.51;H;20020225;20020412;169000;R;R;RESIDENCE;;CB;;;8536246;
