B;112;1221061;4;20030204 12:40;;;;'HILLSIDE RANCH' LAHEYS CREEK;LAHEYS CREEK;2852;15.54;H;20020910;20021022;117000;R;3;FARM;;SD;RR;;9116273;
B;130;1290545;9;20050901 09:45;;;LOT20;LEAHOLME;LAHEYS CREEK;2852;517.7;H;20050323;20050323;770000;R;3;FARM;;MD;;0;AB607605;
B;537;3419636;3;20081201 01:18;SONOMA;;;SPRING RIDGE RD;LAHEYS CREEK;2852;34.19;H;20081017;20081017;425000;;3;FARM;;;;0;AE313460;
