B;250;3729507;8;20140113 01:23;;;LOT 113 DP;9136 MOUNT LINDESAY RD;LEGUME NSW;2476;3.558;H;20131122;20131122;6248;;V;VACANT LAND;;;;0;AI259688;
B;250;3729508;9;20140113 01:23;;;LOT 113 DP;9136 MOUNT LINDESAY RD;LEGUME NSW;2476;4317;M;20131122;20131122;6248;;V;VACANT LAND;;;;0;AI259688;
B;250;3729509;10;20140113 01:23;;;LOT 113 DP;9136 MOUNT LINDESAY RD;LEGUME NSW;2476;3.106;H;20131122;20131122;6248;;V;VACANT LAND;;;;0;AI259688;
