B;188;;;;;;;PH BALACLAVA;PH BALACLAVA;0;486;H;19900702;19900702;170000;;R;RESIDENCE;;;;;
B;188;;;;;;;PH BALACLAVA;PH BALACLAVA;0;1879;H;19920615;19920615;0;;R;RESIDENCE;;;;;
