B;087;763209;69;20011109 09:30;;10;10;PUNCH ST;SPIT JUNCTION;2088;;;20010514;20010628;320000;;R;RESIDENCE;10;;;;7739622;
B;087;763209;70;20011109 09:30;;21;10;PUNCH ST;SPIT JUNCTION;2088;;;20010514;20010628;320000;;R;RESIDENCE;21;;;;7739622;
B;087;759688;115;20011109 09:30;;5;571;MILITARY RD;SPIT JUNCTION;2088;;;20010412;20010628;230000;;R;RESIDENCE;5;;;;7758995;
B;087;759688;116;20011109 09:30;;6;571;MILITARY RD;SPIT JUNCTION;2088;;;20010411;20010629;305000;;3;COMEMRCIAL UN ;6;;;;7746845;
B;087;756668;21;20010720 09:28;;10;12;CLIFFORD ST;SPIT JUNCTION;2088;;;20010508;20010615;321000;;R;;10;;;;7717436;
B;087;756668;22;20010720 09:28;;16;12;CLIFFORD ST;SPIT JUNCTION;2088;;;20010508;20010615;321000;;R;;16;;;;7717436;
B;087;756687;23;20010720 09:28;;20;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20010423;20010530;326000;;3;Other;20;;;;7673844;
B;087;756687;24;20010720 09:28;;33;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20010423;20010530;326000;;3;Other;33;;;;7673844;
B;087;762080;48;20010720 09:28;;2;100;OURIMBAH RD;SPIT JUNCTION;2088;;;20010411;20010608;675000;;R;;2;;;;7685951;
B;087;762236;49;20010720 09:28;;;12;OURIMBAH RD;SPIT JUNCTION;2088;246.6;M;20010403;20010607;622000;A;R;;;AS;;;7682194;
B;087;756561;27;20010822 12:48;;10;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20010223;20010504;370000;;R;;10;;;;7632578;
B;087;756561;28;20010822 12:48;;45;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20010223;20010504;370000;;R;;45;;;;7632578;
B;087;756561;29;20010822 12:48;;52;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20010111;20010111;0;;R;;52;;;;7612433;
B;087;757135;33;20010822 12:48;;;26;DALTON RD;SPIT JUNCTION;2088;;;20001111;20001227;1500000;A;R;;;AN;;;7638077;
B;087;757191;34;20010822 12:48;;;1;DALTON RD;SPIT JUNCTION;2088;;;20010328;20010508;975000;A;R;;;AN;;;7596309;
B;087;762080;92;20010822 12:48;;8;100;OURIMBAH RD;SPIT JUNCTION;2088;;;20010316;20010419;719000;;3;HOME UNIT ;8;;;;7598321;
B;087;762239;93;20010822 12:48;;2;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010502;20010502;230000;;R;;2;;;;7580857;
B;087;762319;94;20010822 12:48;;;89;OURIMBAH RD;SPIT JUNCTION;2088;234;M;20010312;20010312;0;A;R;;;AS;;;7603326;
B;087;762339;42;20011203 13:01;;;135;OURIMBAH RD;SPIT JUNCTION;2088;;;20010802;20011026;888000;A;R;RESIDENCE;;AS;;;8119779;
B;087;762348;43;20011203 13:01;;4;157;OURIMBAH RD;SPIT JUNCTION;2088;;;20010707;20011019;398000;;R;RESIDENCE;4;;;;8093266;
B;087;763209;54;20011203 13:01;;4;10;PUNCH ST;SPIT JUNCTION;2088;;;20010913;20011107;360000;;R;RESIDENCE;4;;;;8121212;
B;087;763209;55;20011203 13:01;;22;10;PUNCH ST;SPIT JUNCTION;2088;;;20010913;20011107;360000;;R;RESIDENCE;22;;;;8121212;
B;087;759688;90;20011203 13:01;;3;571;MILITARY RD;SPIT JUNCTION;2088;;;20010921;20011102;758000;;3;SHOP;3;;;;8090619;
B;087;756528;22;20020109 09:50;;13;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20010817;20010821;535000;;R;RESIDENCE;13;;;;8006472;
B;087;762149;38;20020109 09:50;;15;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010911;20011024;340000;;R;RESIDENCE;15;;;;8064976;
B;087;762149;39;20020109 09:50;;16;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010814;20010925;349000;;R;RESIDENCE;16;;;;8004795;
B;087;762149;40;20020109 09:50;;27;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010911;20011024;340000;;R;RESIDENCE;27;;;;8064976;
B;087;762233;41;20020109 09:50;;;18;OURIMBAH RD;SPIT JUNCTION;2088;244.8;M;20010820;20010927;630000;A;R;RESIDENCE;;AS;;;7999075;
B;087;756528;15;20011109 13:32;;6;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20010719;20010830;565000;;R;RESIDENCE;6;;;;7961305;
B;087;756561;16;20011109 13:32;;52;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20010615;20010820;142500;;R;RESIDENCE;52;;;;7935577;
B;087;756647;17;20011109 13:32;;10;6;CLIFFORD ST;SPIT JUNCTION;2088;;;20010726;20010904;287000;;R;RESIDENCE;10;;;;7923038;
B;087;757177;22;20011109 13:32;;;29;DALTON RD;SPIT JUNCTION;2088;1081;M;20010322;20010803;2337500;A;R;RESIDENCE;;AN;;;7947259;
B;087;758123;30;20011109 13:32;;17;17;HEYDON ST;SPIT JUNCTION;2088;;;20010719;20010906;450000;;R;RESIDENCE;17;;;;7923498;
B;087;762080;53;20011109 13:32;;3;100;OURIMBAH RD;SPIT JUNCTION;2088;;;20010706;20010820;650000;;R;RESIDENCE;3;;;;7925985;
B;087;762149;54;20011109 13:32;;6;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010810;20010921;355000;;R;RESIDENCE;6;;;;7983777;
B;087;762149;55;20011109 13:32;;25;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010810;20010921;355000;;R;RESIDENCE;25;;;;7983777;
B;087;762239;56;20011109 13:32;;23;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010807;20010904;220000;;R;RESIDENCE;23;;;;7909571;
B;087;763183;60;20011109 13:32;;15;12;PUNCH ST;SPIT JUNCTION;2088;;;20010704;20010817;322000;;R;RESIDENCE;15;;;;7927348;
B;087;766305;81;20011109 13:32;;1;68;SPIT RD;SPIT JUNCTION;2088;;;20010725;20010905;387500;;R;RESIDENCE;1;;;;7939720;
B;087;767325;88;20011109 13:32;;;70 A;VISTA ST;SPIT JUNCTION;2088;;;20010616;20010716;4000000;B;3;COMMECIAL PRO;;CD;;;7792522;
B;087;758158;34;20020502 11:15;;11;8;HEYDON ST;SPIT JUNCTION;2088;;;20020218;20020402;765000;;R;RESIDENCE;11;;;;8481808;
B;087;762235;53;20020502 11:15;;;14;OURIMBAH RD;SPIT JUNCTION;2088;242.6;M;20020114;20020311;675000;A;3;HOUSE&TOWNHOU;;AS;;;8464621;
B;087;762239;54;20020502 11:15;;35;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020405;20020418;295000;;R;RESIDENCE;35;;;;8528109;
B;087;756687;11;20020816 13:07;;6;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20020607;20020725;395000;;R;RESIDENCE;6;;;;8844120;
B;087;756687;12;20020816 13:07;;31;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20020607;20020725;395000;;R;RESIDENCE;31;;;;8844120;
B;087;758123;15;20020816 13:07;;6;17;HEYDON ST;SPIT JUNCTION;2088;;;20020612;20020723;455000;;R;RESIDENCE;6;;;;8828814;
B;087;762239;34;20020816 13:07;;3;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020603;20020723;235000;;R;RESIDENCE;3;;;;8806444;
B;087;762293;35;20020816 13:07;;;31;OURIMBAH RD;SPIT JUNCTION;2088;;;20020521;20020726;766500;A;R;RESIDENCE;;AS;;;8845680;
B;087;762364;36;20020816 13:07;;1;181;OURIMBAH RD;SPIT JUNCTION;2088;;;20020523;20020712;705000;;R;RESIDENCE;1;;;;8814160;
B;087;758105;6;20020902 14:13;;11;31;HEYDON ST;SPIT JUNCTION;2088;;;20020624;20020802;317500;;R;RESIDENCE;11;;;;8858239;
B;087;762302;20;20020902 14:13;;;57;OURIMBAH RD;SPIT JUNCTION;2088;240.3;M;20020712;20020821;815000;A;R;RESIDENCE;;AS;;;8898573;
B;087;758105;10;20021217 14:35;;10;31;HEYDON ST;SPIT JUNCTION;2088;;;20021010;20021114;430000;;R;RESIDENCE;10;;;;9163402;
B;087;756561;13;20020301 13:29;;31;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011204;20020111;255000;;R;RESIDENCE;31;;;;8366698;
B;087;758123;21;20020301 13:29;;21;17;HEYDON ST;SPIT JUNCTION;2088;;;20011220;20020218;530000;;R;RESIDENCE;21;;;;8370294;
B;087;756561;17;20020201 12:01;;5;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011107;20011219;377000;;R;RESIDENCE;5;;;;8251414;
B;087;756561;18;20020201 12:01;;20;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011019;20011203;305000;;R;RESIDENCE;20;;;;8225955;
B;087;756561;19;20020201 12:01;;46;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011019;20011203;305000;;R;RESIDENCE;46;;;;8225955;
B;087;756561;20;20020201 12:01;;56;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20011107;20011219;377000;;R;RESIDENCE;56;;;;8251414;
B;087;756631;21;20020201 12:01;;12;4;CLIFFORD ST;SPIT JUNCTION;2088;;;20011022;20011203;283000;;R;RESIDENCE;12;;;;8222518;
B;087;758158;33;20020201 12:01;;7;8;HEYDON ST;SPIT JUNCTION;2088;;;20011019;20011130;680000;;R;RESIDENCE;7;;;;8225755;
B;087;762080;66;20020201 12:01;;6;100;OURIMBAH RD;SPIT JUNCTION;2088;;;20011027;20011214;580000;;R;RESIDENCE;6;;;;8248311;
B;087;762197;67;20020201 12:01;;1;70;OURIMBAH RD;SPIT JUNCTION;2088;;;20010921;20020114;612500;;R;RESIDENCE;1;;;;8291162;
B;087;756631;11;20020716 15:05;;4;4;CLIFFORD ST;SPIT JUNCTION;2088;;;20020531;20020628;295000;;R;RESIDENCE;4;;;;8750881;
B;087;762239;29;20020716 15:05;;18;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020531;20020627;220000;;R;RESIDENCE;18;;;;8726323;
B;087;762239;30;20020716 15:05;;32;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010921;20020614;215000;;R;RESIDENCE;32;;;;8729090;
B;087;762239;25;20020801 13:53;;25;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020621;20020719;230000;;R;RESIDENCE;25;;;;8792762;
B;087;763183;30;20020801 13:53;;7;12;PUNCH ST;SPIT JUNCTION;2088;;;20020507;20020702;375000;;R;RESIDENCE;7;;;;8793408;
B;087;756510;15;20020702 08:12;;11;11;CLIFFORD ST;SPIT JUNCTION;2088;;;20020426;20020607;670000;;R;RESIDENCE;11;;;;8705925;
B;087;756687;16;20020702 08:12;;18;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20020503;20020602;320000;;R;RESIDENCE;18;;;;8674458;
B;087;756668;13;20020402 13:01;;4;12;CLIFFORD ST;SPIT JUNCTION;2088;;;20011116;20011221;260000;;R;RESIDENCE;4;;;;8424670;
B;087;757146;16;20020402 13:01;;;48;DALTON RD;SPIT JUNCTION;2088;;;20011114;20020207;893000;A;R;RESIDENCE;;AN;;;8392576;
B;087;758123;20;20020402 13:01;;32;17;HEYDON ST;SPIT JUNCTION;2088;;;20020130;20020228;510000;;R;RESIDENCE;32;;;;8396289;
B;087;762239;33;20020402 13:01;;6;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020308;20020318;215000;;R;RESIDENCE;6;;;;8438741;
B;087;762239;34;20020402 13:01;;9;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20011220;20020228;215000;;3;UNIT;9;;;;8401020;
B;087;759688;58;20020402 13:01;;4;571;MILITARY RD;SPIT JUNCTION;2088;;;20010724;20010904;725000;;3;STRATA;4;;;;8190873;
B;087;756510;28;20020603 10:04;;6;11;CLIFFORD ST;SPIT JUNCTION;2088;;;20020326;20020507;705000;;R;RESIDENCE;6;;;;8610880;
B;087;756528;29;20020603 10:04;;1;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20020130;20020315;660000;;R;RESIDENCE;1;;;;8632227;
B;087;756528;30;20020603 10:04;;15;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20020327;20020506;1300000;;R;RESIDENCE;15;;;;8591704;
B;087;756687;31;20020603 10:04;;23;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20010308;20020422;380000;;R;RESIDENCE;23;;;;8609462;
B;087;756687;32;20020603 10:04;;30;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20010308;20020422;380000;;R;RESIDENCE;30;;;;8609462;
B;087;756725;33;20020603 10:04;;7;18;CLIFFORD ST;SPIT JUNCTION;2088;;;20020320;20020424;250000;;R;RESIDENCE;7;;;;8555358;
B;087;758123;44;20020603 10:04;;5;17;HEYDON ST;SPIT JUNCTION;2088;;;20020404;20020516;440000;;R;RESIDENCE;5;;;;8612404;
B;087;762239;77;20020603 10:04;;34;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020521;20020524;220000;;R;RESIDENCE;34;;;;8630282;
B;087;763183;79;20020603 10:04;;3;12;PUNCH ST;SPIT JUNCTION;2088;;;20020315;20020429;363500;;R;RESIDENCE;3;;;;8544749;
B;087;763183;80;20020603 10:04;;13;12;PUNCH ST;SPIT JUNCTION;2088;;;20020328;20020509;348397;;3;HOME UNIT;13;;;;8601113;
B;087;763183;81;20020603 10:04;;23;12;PUNCH ST;SPIT JUNCTION;2088;;;20020315;20020429;363500;;R;RESIDENCE;23;;;;8544749;
B;087;763183;82;20020603 10:04;;25;12;PUNCH ST;SPIT JUNCTION;2088;;;20020315;20020429;363500;;R;RESIDENCE;25;;;;8544749;
B;087;758123;14;20021119 09:40;;10;17;HEYDON ST;SPIT JUNCTION;2088;;;20020911;20021021;480000;;R;RESIDENCE;10;;;;9072653;
B;087;762231;26;20021119 09:40;;;22;OURIMBAH RD;SPIT JUNCTION;2088;245.1;M;20020910;20021022;760000;A;R;RESIDENCE;;AS;;;9105572;
B;087;762293;27;20021119 09:40;;;31;OURIMBAH RD;SPIT JUNCTION;2088;;;20020921;20021021;768000;A;R;RESIDENCE;;AS;;;9097036;
B;087;762318;28;20021119 09:40;;;87;OURIMBAH RD;SPIT JUNCTION;2088;240.3;M;20020829;20020926;723000;A;R;RESIDENCE;;AS;;;9101821;
B;087;762080;21;20021204 09:04;;8;100;OURIMBAH RD;SPIT JUNCTION;2088;;;20020927;20021108;885000;;R;RESIDENCE;8;;;;9151515;
B;087;763183;28;20021204 09:04;;8;12;PUNCH ST;SPIT JUNCTION;2088;;;20020513;20020626;380000;;R;RESIDENCE;8;;;;9131041;
B;087;762149;22;20021016 11:11;;21;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20020819;20020930;370000;;R;RESIDENCE;21;;;;9013927;
B;087;762239;23;20021016 11:11;;2;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20020916;20020930;240000;;R;RESIDENCE;2;;;;8995801;
B;087;763183;26;20021016 11:11;;3;12;PUNCH ST;SPIT JUNCTION;2088;;;20020628;20020809;433000;;R;RESIDENCE;3;;;;9016579;
B;087;763183;27;20021016 11:11;;23;12;PUNCH ST;SPIT JUNCTION;2088;;;20020628;20020809;433000;;R;RESIDENCE;23;;;;9016579;
B;087;763183;28;20021016 11:11;;25;12;PUNCH ST;SPIT JUNCTION;2088;;;20020628;20020809;433000;;R;RESIDENCE;25;;;;9016579;
B;087;763272;29;20021016 11:11;;1;3;PUNCH ST;SPIT JUNCTION;2088;;;20020813;20020920;417500;;R;RESIDENCE;1;;;;9003727;
B;087;756631;19;20021101 11:31;;15;4;CLIFFORD ST;SPIT JUNCTION;2088;;;20020622;20020802;375000;;3;HOME UNIT;15;;;;9069294;
B;087;757134;21;20021101 11:31;;;24;DALTON RD;SPIT JUNCTION;2088;246.6;M;20020926;20021010;905000;A;R;RESIDENCE;;AN;;;9024798;
B;087;758158;23;20021101 11:31;;18;8;HEYDON ST;SPIT JUNCTION;2088;;;20020913;20021011;825000;;R;RESIDENCE;18;;;;9023813;
B;087;758158;24;20021101 11:31;;23;8;HEYDON ST;SPIT JUNCTION;2088;;;20020826;20021018;800000;;R;RESIDENCE;23;;;;9056259;
B;087;762330;58;20021101 11:31;;;109;OURIMBAH RD;SPIT JUNCTION;2088;430;M;20020729;20020923;1293500;A;R;RESIDENCE;;AS;;;9064391;
B;087;762341;24;20020916 13:51;;;143;OURIMBAH RD;SPIT JUNCTION;2088;288.4;M;20020726;20020830;827500;A;R;RESIDENCE;;AS;;;8926607;
B;087;756631;5;20021001 11:49;;3;4;CLIFFORD ST;SPIT JUNCTION;2088;;;20020816;20020916;280000;;R;RESIDENCE;3;;;;8982892;
B;087;757153;10;20021001 11:49;;;60 A;DALTON RD;SPIT JUNCTION;2088;;;20020608;20020723;1056000;A;R;RESIDENCE;;AN;;;8956128;
B;087;762080;34;20021001 11:49;;3;100;OURIMBAH RD;SPIT JUNCTION;2088;;;20020809;20020906;640000;;R;RESIDENCE;3;;;;8969449;
B;087;762303;36;20021001 11:49;;;59;OURIMBAH RD;SPIT JUNCTION;2088;265.6;M;20020802;20020913;675000;A;3;;;AS;;;8982231;
B;087;763240;39;20021001 11:49;;3;6;PUNCH ST;SPIT JUNCTION;2088;;;20020716;20020827;460000;;R;RESIDENCE;3;;;;8955420;
B;087;762280;20;20030416 10:04;;;5;OURIMBAH RD;SPIT JUNCTION;2088;486.9;M;20021015;20030113;826500;A;R;RESIDENCE;;AS;;;9292542;
B;087;756561;6;20030501 12:40;;8;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20030211;20030325;425000;;R;RESIDENCE;8;;;;9540025;
B;087;756561;7;20030501 12:40;;38;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20030211;20030325;425000;;R;RESIDENCE;38;;;;9540025;
B;087;756528;4;20030217 09:25;;13;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20021205;20030116;580000;;R;RESIDENCE;13;;;;9368975;
B;087;756668;5;20030217 09:25;;6;12;CLIFFORD ST;SPIT JUNCTION;2088;;;20021223;20030204;380000;;R;RESIDENCE;6;;;;9356691;
B;087;756668;6;20030217 09:25;;13;12;CLIFFORD ST;SPIT JUNCTION;2088;;;20021223;20030204;380000;;R;RESIDENCE;13;;;;9356691;
B;087;756561;28;20030204 12:22;;10;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20021128;20030109;415000;;R;RESIDENCE;10;;;;9285280;
B;087;756561;29;20030204 12:22;;45;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20021128;20030109;415000;;R;RESIDENCE;45;;;;9285280;
B;087;756687;30;20030204 12:22;;2;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20021210;20030116;355000;;R;RESIDENCE;2;;;;9312532;
B;087;757131;35;20030204 12:22;;;18;DALTON RD;SPIT JUNCTION;2088;246.6;M;20010223;20010324;625000;A;R;RESIDENCE;;AN;;;7501496;
B;087;757149;36;20030204 12:22;;;54;DALTON RD;SPIT JUNCTION;2088;252.9;M;20021218;20030117;825000;A;R;RESIDENCE;;AN;;;9310745;
B;087;758123;47;20030204 12:23;;13;17;HEYDON ST;SPIT JUNCTION;2088;;;20021218;20030108;485000;;R;RESIDENCE;13;;;;9287914;
B;087;762191;69;20030204 12:23;;;82;OURIMBAH RD;SPIT JUNCTION;2088;;;20021218;20030110;800000;A;R;RESIDENCE;;AS;;;9325265;
B;087;762239;70;20030204 12:23;;19;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20021203;20021213;230000;;R;RESIDENCE;19;;;;9215640;
B;087;762321;71;20030204 12:23;;;93;OURIMBAH RD;SPIT JUNCTION;2088;221.3;M;20021031;20021212;710000;A;R;RESIDENCE;;AS;;;9224249;
B;087;762323;25;20030716 11:39;;;97;OURIMBAH RD;SPIT JUNCTION;2088;208.7;M;20030409;20030606;697500;A;R;RESIDENCE;;AS;;0;9770504;
B;087;757179;6;20030619 14:21;;;25;DALTON RD;SPIT JUNCTION;2088;253.4;M;20030417;20030529;935000;A;R;RESIDENCE;;AN;;0;9659933;
B;087;756561;18;20030701 14:18;;50;2;CLIFFORD ST;SPIT JUNCTION;2088;;;20030318;20030516;315000;;R;RESIDENCE;50;;;0;9724102;
B;087;762077;37;20030701 14:18;;;106;OURIMBAH RD;SPIT JUNCTION;2088;;;20030509;20030620;750000;A;R;RESIDENCE;;AS;;0;9718267;
B;087;762239;38;20030701 14:18;;23;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20030604;20030619;230000;;R;RESIDENCE;23;;;0;9715009;
B;087;763183;42;20030701 14:18;;15;12;PUNCH ST;SPIT JUNCTION;2088;;;20030428;20030526;370000;;R;RESIDENCE;15;;;0;9689021;
B;087;756528;8;20030317 13:49;;2;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20030130;20030227;615000;;R;RESIDENCE;2;;;;9432479;
B;087;762307;23;20030317 13:49;;;67;OURIMBAH RD;SPIT JUNCTION;2088;265.6;M;20021216;20030205;670000;A;R;RESIDENCE;;AS;;;9414068;
B;087;756687;8;20030619 09:00;;22;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20030131;20030307;378000;;R;RESIDENCE;22;;;0;9455627;
B;087;758082;9;20030619 09:00;;10;33;HEYDON ST;SPIT JUNCTION;2088;;;20030107;20030318;508500;;R;RESIDENCE;10;;;0;9485579;
B;087;758082;10;20030619 09:00;;15;33;HEYDON ST;SPIT JUNCTION;2088;;;20030107;20030318;508500;;R;RESIDENCE;15;;;0;9485579;
B;087;762325;27;20030619 09:01;;;101;OURIMBAH RD;SPIT JUNCTION;2088;;;20030124;20030307;655000;A;R;RESIDENCE;;AS;;0;9452357;
B;087;757169;9;20030516 10:22;;;45;DALTON RD;SPIT JUNCTION;2088;290.9;M;20030301;20030408;1032500;A;R;RESIDENCE;;AN;;;9565815;
B;087;757175;10;20030516 10:22;;;33;DALTON RD;SPIT JUNCTION;2088;322.5;M;20030212;20030410;950000;A;R;RESIDENCE;;AN;;;9591885;
B;087;762149;28;20030516 10:22;;10;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20030129;20030312;410000;;R;RESIDENCE;10;;;;9566013;
B;087;762149;29;20030516 10:22;;31;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20030129;20030312;410000;;R;RESIDENCE;31;;;;9566013;
B;087;762319;30;20030516 10:22;;;89;OURIMBAH RD;SPIT JUNCTION;2088;234;M;20030402;20030430;725000;A;R;RESIDENCE;;AS;;;9573990;
