B;902;3264974;13;20060816 01:22;;;LOT7;LFOTUS STREET;MILPARINKA;;;;20010119;20010302;65000;;R;RESIDENCE;;;;0;8722138;
B;902;3264546;1;20110606 02:33;MORRABBIE STATION;;10463;BORDER DOWNS RD;MILPARINKA;2880;;;20110121;20110418;1575950;;3;FARM;;;;0;AG216422;
B;902;3263955;2;20120430 02:29;LAKE WALLACE STATION;;6460;MOUNT SHANNON RD;MILPARINKA;2880;54492;H;20111219;20120327;1443470;;3;FARM/RURAL;;;;0;AG910469;
B;902;3467992;1;20151130 01:21;;;27769;SILVER CITY HWY;MILPARINKA;2880;42443;H;20150720;20151022;1500000;;3;RURAL;;;;0;AJ948284;
B;902;4103055;1;20180312 01:23;;;3;LOFTUS ST;MILPARINKA;2880;3554;M;20180216;20180302;3000;;3;SHOP;;;;0;AN162159;
B;902;3481277;1;20190114 01:17;;;;LOFTUS ST;MILPARINKA;2880;4160;M;20180228;20180326;220;;3;COMMERCIAL;;;;0;AN878708;
B;902;3264546;1;20190729 01:11;MORRABBIE STATION;;10463;BORDER DOWNS RD;MILPARINKA;2880;73306;H;20190204;20190506;5000000;;3;FARM;;;;0;AP232437;
B;902;3267650;1;20190902 01:12;ONE TREE STATION;;24783;SILVER CITY HWY;MILPARINKA;2880;42018;H;20190607;20190815;3500000;;3;RURAL FARM;;;;0;AP486927;
B;234;2623681;;;;;;LOFTUS ST;MILPARINKA;2880;;;19930729;19930729;102000;;R;RESIDENCE;;;;;
