B;162;3032822;123;20031016 14:10;;;LOT11;CUNDLEFLAT RD;VIA MOUNT GEORGE;2424;16.187;H;20030414;20030512;135000;;3;;;;;0;9623224;
B;162;3032823;190;20040401 15:32;;;569;CUNDLE FLAT RD;VIA MOUNT GEORGE;2424;138.903;H;20030722;20040202;470000;R;3;FARM;;JZ;;0;AA401469;
