B;130;3404510;8;20080901 01:12;;;LOTS1&2;DP 1125185;GUERIE;2831;29.786;H;20080411;20080716;17962;;3;CLOSED ROAD;;;;0;AE93305;
B;130;3404512;9;20080901 01:12;;;LOT1;DP1124935;GUERIE;2831;8.519;H;20080411;20080716;7368;;3;CLOSED RD;;;;0;AE93293;
