B;129;;;;;;;COLE;COLE;2795;2438;M;19920213;19920213;7172;;R;RESIDENCE;;;;;
B;129;;;;;;;COLE;COLE;2795;9;H;19920323;19920323;140000;;R;RESIDENCE;;;;;
