B;097;1007376;37;20080512 01:11;;;11195;PRINCES HWY;CULLENDULLA;2536;20.16;H;20080304;20080328;2500000;R;3;RESIDENTIAL/C;;ML;;0;AD929590;
B;097;1007376;35;20080519 01:11;;;11195;PRINCES HWY;CULLENDULLA;2536;20.16;H;20080304;20080328;2500000;R;3;RESIDENTIAL/C;;ML;;0;AD929590;
