B;136;1331727;19;20010720 09:50;;;69;AVOCA ST;BANKSTOWN NORTH;2200;;;20010618;20010618;0;A;R;;;ZQ;;;7609189;
B;136;1331732;;;;;75;AVOCA ST;BANKSTOWN NORTH;2200;;;20000322;20000322;230000;A;R;RESIDENCE;;;;;
B;136;1365411;;;;;75;AVOCA ST;BANKSTOWN NORTH;2200;;;20001127;20001127;234000;A;R;RESIDENCE;;;;;
