B;302;3268463;8;20090504 01:32;;;;'QUARTZ CREEK';BALD NOB VIA GLEN INNES;2370;2021.3;H;20090331;20090331;853000;R;3;FARM;;KL;;0;AE615223;
B;302;3448877;1;20090511 01:47;;;;'QUARTZ CREEK';BALD NOB VIA GLEN INNES;2370;503.83;H;20090331;20090331;215000;;3;FARM;;;;0;AE615224;
