B;141;1508660;;;;;11A;WYUNA ST;BEVERLY PARK;0;;;19910506;19910506;182500;A;R;RESIDENCE;;;;;
B;141;1488861;;;;;24;BATTYE AV;BEVERLY PARK;0;;;19941005;19941005;180000;A;R;RESIDENCE;;;;;
B;141;1508660;;;;;11A;WYUNA ST;BEVERLY PARK;0;;;19960419;19960419;250000;A;R;RESIDENCE;;;;;
