B;158;1742541;5;20070801 01:20;;;822;PEACOCK CREEK RD;PEACOCK CREEK;2469;14.16;H;20070706;20070720;250000;R;R;RESIDENCE;;RU;;0;AD292354;
B;158;1742844;8;20080421 01:17;;;;PEACOCK CREEK RD;PEACOCK CREEK;2469;518;H;20080325;20080404;835000;R;V;VACANT LAND;;RJ;;0;AD881122;
B;158;3407743;1;20090601 01:36;;;LOT1;DP1131024 PH:PEACOCK CO:BULLER;PEACOCK CREEK;2469;3273;M;20090501;20090501;880;;V;VACANT LAND;;;;0;AE671250;
B;158;3483688;4;20100215 02:07;;;;PEACOCK CREEK RD;PEACOCK CREEK;2469;1.818;H;20091211;20091211;1950;;V;VACANT LAND;;;;0;AF228459;
B;158;1742842;4;20110117 02:23;;;783;PEACOCK CREEK RD;PEACOCK CREEK;2469;781.86;H;20101122;20101220;225000;R;3;FARM;;RJ;;0;AF976495;
B;158;3502365;5;20110509 01:57;;;;PEACOCK CREEK RD;PEACOCK CREEK;2469;1.252;H;20101008;20101008;2000;;V;VACANT LAND;;;;0;AF833116;
B;158;3547780;2;20120109 03:14;;;814;PEACOCK CREEK RD;PEACOCK CREEK;2469;29.582;H;20111107;20111215;350000;R;3;FARMLAND;;RU;;0;AG702718;
B;158;1742844;2;20160523 01:17;;;;PEACOCK CREEK RD;PEACOCK CREEK;2469;518;H;20160226;20160324;305000;RU1;V;VACANT LAND;;RPW;;0;AK432433;
B;158;3501072;2;20170116 01:05;;;930;PEACOCK CREEK RD;PEACOCK CREEK;2469;74.22;H;20161122;20161205;395000;RU1;3;FARM/RURAL;;RRU;;0;AM35800;
B;158;1742844;6;20200406 01:02;;;;PEACOCK CREEK RD;PEACOCK CREEK;2469;518;H;20200124;20200221;850000;RU1;3;FARM;;RPW;;0;AP916702;
B;158;1742542;3;20210215 01:02;;;837;PEACOCK CREEK RD;PEACOCK CREEK;2469;14.36;H;20201218;20210211;341000;RU1;3;FARM;;RRU;;0;AQ795046;
B;158;3454222;1;20221205 01:06;;;615;PEACOCK CREEK RD;PEACOCK CREEK;2469;14.4;H;20221103;20221201;425000;RU1;R;RESIDENCE;;RRU;;0;AS681237;
