B;005;3387522;10;20080707 01:04;;;LOT301;DARCYS PEAK;GILLESTON HEIGHTS;2321;;;20071016;20080611;180000;;V;VACANT LAND;;;;0;AE28546;
B;005;3387522;10;20080630 01:04;;;LOT301;DARCYS PEAK;GILLESTON HEIGHTS;2321;;;20071016;20080611;180000;;V;VACANT LAND;;;;0;AE28546;
