B;042;2844347;35;20011109 11:30;;;;;MALONGULLI;;;;20010215;20010814;199995;;V;VACANT LAND;;;;;7866901;
B;042;2844348;13;20020617 12:03;;;;;MALONGULLI;;;;20020320;20020510;217610;;V;VACANT LAND;;;;;8646394;
