B;068;3099438;9;20050901 09:40;;;LOTS1-3;BURGES ROAD;DERRULAMAN;2710;1.511;H;20050627;20050627;2940;;3;CLOSED ROAD;;;;0;AB616383;
B;068;3099439;10;20050901 09:40;;;LOTS1-3;BURGES ROAD;DERRULAMAN;2710;1.009;H;20050627;20050627;2940;;3;CLOSED ROAD;;;;0;AB616383;
B;068;3099440;11;20050901 09:40;;;LOTS1-3;BURGES ROAD;DERRULAMAN;2710;2.929;H;20050627;20050627;2940;;3;CLOSED ROAD;;;;0;AB616383;
