B;511;2910884;5;20040616 12:07;;;LOT1;NUNDLE RD, TIMOR VALLEY ESTATE;TIMOR NSW;2338;867.27;H;20010919;20011214;79690;R;3;FARM;;GE;RG;0;8228052;
B;246;2910884;26;20040601 12:07;;;LOT1;NUNDLE RD, TIMOR VALLEY ESTATE;TIMOR NSW;2338;867.27;H;20010919;20011214;79690;R;3;FARM;;GE;RG;0;8228052;
