B;117;1245048;1;20030516 10:26;;;;PART "RIVERSIDE";BEDGEREBONG NSW;2871;6.374;H;20020816;20021004;30000;R;3;FARMLET;;RR;;;9555797;
B;117;1245059;1;20041001 11:05;;;LOT148;NOAKES ROAD;BEDGEREBONG NSW;2871;3035;M;20040722;20040907;220000;R;3;FARM;;RR;;0;AA967560;
