B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;4;H;19900122;19900122;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;3;H;19900222;19900222;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;4;H;19900423;19900423;1000;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;2;H;19900705;19900705;100;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;0;M;19900815;19900815;2500;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;6679;M;19900830;19900830;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;0;M;19901113;19901113;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;10;H;19910712;19910712;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;4;H;19910802;19910802;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;1;H;19910913;19910913;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;4502;M;19911003;19911003;800;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;0;M;19911003;19911003;2816;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;0;M;19911003;19911003;4384;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;0;M;19911017;19911017;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;67;H;19911212;19911212;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;35;H;19911220;19911220;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;3301;M;19911231;19911231;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;946;M;19911231;19911231;500;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;8195;M;19920528;19920528;4000;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;4160;M;19921231;19921231;0;;R;RESIDENCE;;;;;
B;162;;;;;;;OYSTER LEASE;OYSTER LEASES;0;1592;M;19921231;19921231;500;;R;RESIDENCE;;;;;
