B;007;196415;;;;;;.;PH HERSCHELL;2333;41;H;19910222;19910222;310000;R;R;RESIDENCE;;;;;
B;007;;;;;;;.;PH HERSCHELL;2333;307;H;19910513;19910513;535000;R;R;RESIDENCE;;;;;
