B;219;2369401;24;20170710 01:09;;;1791;UPPER MACDONALD RD;HIGHER MACDONALD;2775;75.595;H;20170508;20170619;750000;E4;3;FARM;;PNA;;0;AM527839;
B;219;2369411;35;20180115 01:27;;;2042;UPPER MACDONALD RD;HIGHER MACDONALD;2775;87.718;H;20171218;20171219;450000;E4;3;FARM;;PNA;;50;AN24916;
B;219;4389277;16;20211018 02:02;;;;UPPER MACDONALD RD;HIGHER MACDONALD;2775;16.59;H;20210811;20210929;355000;;R;RESIDENCE;;;;0;AR471334;
B;219;2369416;30;20181224 01:16;;;1816 D;UPPER MACDONALD RD;HIGHER MACDONALD;2775;127.64;H;20180927;20181214;530000;E4;V;VACANT LAND;;PNA;;0;AN938989;
B;219;2361747;18;20250526 01:17;;;;UPPER MACDONALD RD;HIGHER MACDONALD;2775;20.2;H;20250409;20250521;160000;C4;V;VACANT LAND;;PNA;;0;AV78043;
B;219;4408074;3;20220131 01:48;;;;UPPER MACDONALD RD;HIGHER MACDONALD;2775;88.93;H;20210804;20220117;1500000;;V;VACANT LAND;;;;0;AR805002;
B;219;3315503;31;20150817 01:16;;;116;UPPER MACDONALD RD;HIGHER MACDONALD;2775;7.6;H;20150421;20150421;100;E4;R;RESIDENCE;;PNA;;0;AJ686349;
B;219;3315504;32;20150817 01:16;;;2531;UPPER MACDONALD RD;HIGHER MACDONALD;2775;21.76;H;20150421;20150421;100;E4;R;RESIDENCE;;PNA;;0;AJ686349;
B;219;2369404;150;20020603 10:43;;;3053;UPPER MACDONALD RD;HIGHER MACDONALD;2775;325.06;H;20000124;20000519;450000;P;V;VACANT LAND;;PN;;;4281280;
B;219;2369413;58;20030901 13:00;;;1816 A;UPPER MACDONALD RD;HIGHER MACDONALD;2775;40.47;H;20030626;20030808;350000;P;R;RESIDENCE;;PN;;0;9869341;
B;219;2369423;169;20030204 13:15;;;1044;UPPER MACDONALD RD;HIGHER MACDONALD;2775;8372;M;20021204;20021223;240000;P;R;RESIDENCE;;PN;;;9277771;
B;219;2369423;69;20031002 11:16;;;1044;UPPER MACDONALD RD;HIGHER MACDONALD;2775;8372;M;20030806;20030917;270000;P;R;RESIDENCE;;PN;;0;9993175;
B;219;2369416;50;20040316 13:29;;;1816 D;UPPER MACDONALD RD;HIGHER MACDONALD;2775;127.64;H;20031205;20040120;340000;P;V;VACANT LAND;;PN;;0;AA437065;
B;219;2369424;51;20040316 13:29;;;1056;UPPER MACDONALD RD;HIGHER MACDONALD;2775;11.3;H;20010626;20040210;1300000;P;3;RETREAT;;PN;;0;AA431118;
B;219;2369422;52;20040517 12:26;;;1136;UPPER MACDONALD RD;HIGHER MACDONALD;2775;28.33;H;20040317;20040430;650000;P;R;RESIDENCE;;PN;;0;AA633280;
B;219;2369422;111;20040601 12:04;;;1136;UPPER MACDONALD RD;HIGHER MACDONALD;2775;28.33;H;20040317;20040430;650000;P;R;RESIDENCE;;PN;;0;AA633280;
B;219;2369427;40;20050301 09:44;;;956;UPPER MACDONALD RD;HIGHER MACDONALD;2775;5.91;H;20041220;20050131;330000;P;R;RESIDENCE;;PN;;0;AB274872;
B;219;3226581;68;20060201 01:23;;;;UPPER MACDONALD RD;HIGHER MACDONALD;2775;35.471;H;20051108;20051220;80000;;3;FARM;;;;0;AC14105;
B;219;2369410;15;20060316 01:42;;;2130;UPPER MACDONALD RD;HIGHER MACDONALD;2775;24.281;H;20060117;20060117;225000;P;R;RESIDENCE;;PN;;0;AC172943;
B;219;2369410;27;20060401 01:29;;;2130;UPPER MACDONALD RD;HIGHER MACDONALD;2775;24.281;H;20060117;20060117;225000;P;R;RESIDENCE;;PN;;0;AC172943;
B;219;2369413;5;20080818 01:17;;;1816 A;UPPER MACDONALD RD;HIGHER MACDONALD;2775;40.47;H;20080623;20080801;465000;P;R;RESIDENCE;;PN;;0;AE138766;
B;219;2361746;18;20080609 01:20;;;1;MELON CREEK RD;HIGHER MACDONALD;2775;103.5;H;20080208;20080507;420000;P;3;FARM/RURAL;;PN;;0;AD981629;
B;219;2361745;10;20080908 01:13;;;173;MELON CREEK RD;HIGHER MACDONALD;2775;9.29;H;20080702;20080806;86000;P;R;RESIDENCE;;PN;;0;AE170775;
B;219;2369406;20;20121119 01:27;;;2429;UPPER MACDONALD RD;HIGHER MACDONALD;2775;40.47;H;20120910;20121026;190000;P;V;VACANT LAND;;PN;;0;AH353810;
